mesh-id,category
A000474,Hydrolytic Lysosomal Neutral Glycosphingolipid-specific Enzyme
D020033,Protein Isoforms
A000475,Bradycardia-Causing Agents
A000476,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A000477,Hyperglycemia-Associated Agents
A000478,Hypoglycemia-Associated Agents
A000479,Miscellaneous Therapeutic Agents
A000480,P-glycoprotein substrates
A000481,Pituitary and Hypothalamic Hormones and Analogues
A000482,Potential QTc-Prolonging Agents
A000483,QTc Prolonging Agents
A000484,Somatostatin and Analogues
A000485,Somatostatin Receptor Agonists
A000486,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A000487,Alfa Interferons
A000488,Antineoplastic and Immunomodulating Agents
A000489,Cancer immunotherapy
A000490,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A000491,Drugs causing inadvertant photosensitivity
A000492,Hepatotoxic Agents
A000493,Interferon alpha
A000494,Myelosuppressive Agents
A000495,Narrow Therapeutic Index Drugs
A000496,Antineoplastic and Immunomodulating Agents
A000497,Endocrine Therapy
A000498,Hormone Antagonists and Related Agents
A000499,Genito Urinary System and Sex Hormones
A000500,Increased Uterine Smooth Muscle Contraction or Tone
A000501,Oxytocin and Analogues
A000502,"Oxytocin, analogs & derivatives"
A000503,Pituitary and Hypothalamic Hormones and Analogues
A000504,Posterior Pituitary Lobe Hormones
A000505,Potential QTc-Prolonging Agents
A000506,QTc Prolonging Agents
A000507,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
D010120,Uterotonic agents
A000508,Antineoplastic and Immunomodulating Agents
A000509,Integrin Receptor Antagonist
A000510,Selective Immunosuppressants
D044966,Anti-Retroviral Agents
D000941,Antigens
D000956,"Antigens, Viral"
A000511,Antiinfectives for Systemic Use
A000512,Antivirals for Systemic Use
A000513,Cytochrome P-450 CYP2C19 Substrates
A000514,Cytochrome P-450 CYP2E1 Substrates
A000515,Cytochrome P-450 Substrates
A000516,Direct Acting Antivirals
D054299,"env Gene Products, Human Immunodeficiency Virus"
A000517,Fusion Protein Inhibitors
D015686,"Gene Products, env"
D015488,HIV Antigens
D015700,HIV Envelope Protein gp41
D023581,HIV Fusion Inhibitors
A000518,Human Immunodeficiency Virus 1 Fusion Inhibitor
D054298,Human Immunodeficiency Virus Proteins
D050576,Membrane Fusion Proteins
D020815,Polyproteins
D012191,Retroviridae Proteins
D014759,Viral Envelope Proteins
D065147,Viral Fusion Protein Inhibitors
D014760,Viral Fusion Proteins
D014764,Viral Proteins
D015678,Viral Structural Proteins
A000519,Antiinfectives for Systemic Use
A000520,Antiviral monoclonal antibodies
A000521,Fusion Protein Inhibitors
A000522,Immune Sera and Immunoglobulins
A000523,Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody
A000524,Specific Immunoglobulins
A000525,Antineoplastic and Immunomodulating Agents
A000526,Cancer immunotherapy
A000527,Interleukin 2 Receptor-directed Antibody Interactions
A000528,Interleukin-2 Receptor Antagonist
A000529,Interleukin-2 Receptor Blocking Antibody
D020533,Angiogenesis Inhibitors
A000530,Antineoplastic and Immunomodulating Agents
A000531,Antineovascularisation Agents
A000532,Cancer immunotherapy
A000533,Cardiotoxic antineoplastic agents
A000534,Experimental Unapproved Treatments for COVID-19
D006131,Growth Inhibitors
A000535,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
A000536,Narrow Therapeutic Index Drugs
A000537,Ocular Vascular Disorder Agents
A000538,Ophthalmologicals
A000539,Sensory Organs
A000540,Vascular Endothelial Growth Factor Inhibitor
A000541,Vascular Endothelial Growth Factor Inhibitors
A000542,Vascular Endothelial Growth Factor-directed Antibody Interactions
A000543,VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors
A000544,Diagnostic Radiopharmaceuticals
D009942,Organometallic Compounds
A000545,Technetium (99Mtc) Compounds
A000546,Tumour Detection
A000547,Alimentary Tract and Metabolism
D003067,Coenzymes
D019587,Dietary Supplements
D005502,Food
D018977,Micronutrients
D010829,Physiological Phenomena
D010847,Picolines
D011725,Pyridines
A000548,Supplements
D014803,Vitamin B Complex
D014815,Vitamins
A000549,Antianemic Preparations
A000550,Blood and Blood Forming Organs
D045728,Corrinoids
D000066888,"Diet, Food, and Nutrition"
A000551,Drugs that are Mainly Renally Excreted
D000072471,"Heterocyclic Compounds, Fused-Ring"
A000552,"Vitamin B 12, biosynthesis"
A000553,Vitamin B12 and Folic Acid
A000554,Folic Acid and Derivatives
D011621,Pteridines
D011622,Pterins
A000555,Supplements
D000596,Amino Acids
D000598,"Amino Acids, Cyclic"
D000601,"Amino Acids, Essential"
A000556,Proteinogenic Amino Acids
A000557,Supplements
A000558,Alimentary Tract and Metabolism
A000559,Amino Acids and Derivatives
D000603,"Amino Acids, Sulfur"
A000560,Cytochrome P-450 CYP2E1 Inhibitors (weak)
D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D009705,Nucleosides
D011684,Purine Nucleosides
D011687,Purines
D012263,Ribonucleosides
D013457,Sulfur Compounds
A000561,Supplements
D007651,Keto Acids
D011773,Pyruvates
A000562,Supplements
D024322,"Amino Acids, Aromatic"
A000563,Myelosuppressive Agents
A000564,Proteinogenic Amino Acids
A000565,Supplements
A000566,Alimentary Tract and Metabolism
D007093,Imidazoles
A000567,Supplements
D000605,Amino Alcohols
D000700,Analgesics
D004983,Ethanolamines
D008082,Lipotropic Agents
D009420,Nervous System
D018697,Nootropic Agents
A000568,OCT1 inhibitors
A000569,OCT1 substrates
A000570,OCT2 Inhibitors
A000571,OCT2 Substrates
D009861,Onium Compounds
A000572,Other Nutritional Agents
D000644,Quaternary Ammonium Compounds
A000573,Salicylic Acid and Derivatives
A000574,Supplements
D050337,Trimethyl Ammonium Compounds
D024361,"Amino Acids, Basic"
D000599,"Amino Acids, Diamino"
A000575,Blood and Blood Forming Organs
A000576,Blood Substitutes and Perfusion Solutions
A000577,Detoxifying Agents for Antineoplastic Treatment
A000578,I.V. Solution Additives
D008239,Lysine
A000579,Proteinogenic Amino Acids
A000580,Supplements
D001120,Arginine
A000581,Blood and Blood Forming Organs
A000582,Blood Substitutes and Perfusion Solutions
A000583,Detoxifying Agents for Antineoplastic Treatment
A000584,I.V. Solution Additives
A000585,Pituitary Function
A000586,Proteinogenic Amino Acids
A000587,Supplements
A000588,Alimentary Tract and Metabolism
D000975,Antioxidants
A000589,Gastrointestinal Acidifying Agents
A000590,Genito Urinary System and Sex Hormones
A000591,Gynecological Antiinfectives and Antiseptics
D006880,Hydroxy Acids
A000592,Ophthalmologicals
A000593,Organic Acids
D020011,Protective Agents
A000594,Sensory Organs
D013400,Sugar Acids
A000595,Urinary Acidifying Agents
D001205,Vitamin C and analogues
D001679,Biogenic Amines
D015317,Biogenic Polyamines
A000596,OCT1 substrates
A000597,Supplements
D024342,"Amino Acids, Acidic"
D000600,"Amino Acids, Dicarboxylic"
D018846,Excitatory Amino Acids
A000598,Proteinogenic Amino Acids
A000599,Supplements
A000600,Alimentary Tract and Metabolism
A000601,Bile and Liver Therapy
A000602,Liver Therapy
A000603,"Liver Therapy, Lipotropics"
A000604,Supplements
A000605,Alimentary Tract and Metabolism
A000606,Amino Acids and Derivatives
D021542,"Amino Acids, Neutral"
D005973,Glutamine
A000607,Proteinogenic Amino Acids
A000608,Supplements
D000227,Adenine Nucleotides
D009711,Nucleotides
D011685,Purine Nucleotides
D012265,Ribonucleotides
A000609,Supplements
D004041,Dietary Fats
D004042,"Dietary Fats, Unsaturated"
D005223,Fats
D005227,Fatty Acids
D005228,"Fatty Acids, Essential"
D015525,"Fatty Acids, Omega-3"
D005231,"Fatty Acids, Unsaturated"
D008042,Linolenic Acids
A000610,Supplements
A000611,Proteinogenic Amino Acids
A000612,Supplements
A000613,Proteinogenic Amino Acids
A000614,Supplements
A000615,Proteinogenic Amino Acids
A000616,Supplements
A000617,Alimentary Tract and Metabolism
A000618,Antipsoriatics
A000619,Antipsoriatics for Topical Use
D002776,Cholestanes
D002782,Cholestenes
A000620,Cytochrome P-450 CYP3A Substrates
A000621,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A000622,Cytochrome P-450 CYP3A4 Substrates
A000623,Cytochrome P-450 Substrates
D000072473,Fused-Ring Compounds
D008563,Membrane Lipids
A000624,Misc. Skin and Mucous Membrane Agents
D012632,Secosteroids
D013256,Steroids
D013261,Sterols
D004100,Vitamin D and Analogues
A000625,Vitamins (Fat Soluble)
D000475,Alkenes
D002338,Carotenoids
D003510,Cyclohexanes
D053138,Cyclohexenes
D003516,Cycloparaffins
D006839,"Hydrocarbons, Acyclic"
D010860,"Pigments, Biological"
D011090,Polyenes
A000626,Supplements
D013729,Terpenes
D024341,Xanthophylls
D000838,Anions
D003545,Cysteine
D004220,Disulfides
D004573,Electrolytes
D006862,Hydrogen Sulfide
D007477,Ions
D013440,Sulfides
A000627,Supplements
D003998,Dicarboxylic Acids
A000628,OAT3/SLC22A8 Substrates
D013386,Succinates
A000629,Supplements
A000630,Alimentary Tract and Metabolism
D005415,Flavins
A000631,OAT1/SLC22A6 inhibitors
A000632,Ophthalmologicals
D011838,Radiation-Sensitizing Agents
A000633,Sensory Organs
D000606,Amino Sugars
D006595,Hexosamines
A000634,Supplements
A000635,Acid Preparations
A000636,Alimentary Tract and Metabolism
A000637,"Digestives, Incl. Enzymes"
A000638,Gastrointestinal Acidifying Agents
D005971,Glutamates
A000639,Proteinogenic Amino Acids
A000640,Supplements
A000641,"Glutathione, antagonists & inhibitors"
A000642,Supplements
D005994,Glycerophosphates
D020404,Glycerophospholipids
D010712,Phosphatidic Acids
D010718,Phosphatidylserines
D010743,Phospholipids
A000643,Supplements
A000644,Blood and Blood Forming Organs
A000645,Blood Substitutes and Perfusion Solutions
D018684,Glycine Agents
A000646,Irrigating Solutions
A000647,Proteinogenic Amino Acids
A000648,Supplements
A000649,Alimentary Tract and Metabolism
A000650,Anti-Parathyroid Agents
A000651,Calcium Homeostasis
A000652,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A000653,Vitamins (Fat Soluble)
A000654,Supplements
D000578,Amidines
D006146,Guanidines
A000655,Supplements
D000597,"Amino Acids, Branched-Chain"
A000656,Proteinogenic Amino Acids
A000657,Supplements
D000928,Antidepressive Agents
D018687,"Antidepressive Agents, Second-Generation"
A000658,Miscellaneous Antidepressants
A000659,Proteinogenic Amino Acids
A000660,Psychoanaleptics
D011619,Psychotropic Drugs
D020230,Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
A000661,Supplements
A000662,Caloric Agents
D018529,Nutritional Support
A000663,Proteinogenic Amino Acids
D013438,Sulfhydryl Compounds
A000664,Supplements
A000665,Alimentary Tract and Metabolism
A000666,OCT1 substrates
A000667,OCT2 Inhibitors
D011743,Pyrimidines
D013844,Thiazoles
A000668,Alimentary Tract and Metabolism
A000669,Vitamins (Fat Soluble)
D015777,Eicosanoids
A000670,Supplements
A000671,OAT1/SLC22A6 Substrates
A000672,OAT3/SLC22A8 Substrates
A000673,Supplements
A000674,Proteinogenic Amino Acids
A000675,Supplements
A000676,"Threonine, antagonists & inhibitors"
A000677,Supplements
A000678,Antianemic Preparations
D012898,Autacoids
A000679,BCRP/ABCG2 Substrates
A000680,Diagnostic Agents
A000681,Drugs that are Mainly Renally Excreted
A000682,Folic Acid and Derivatives
A000683,OAT1/SLC22A6 inhibitors
A000684,Supplements
A000685,Vitamin B12 and Folic Acid
A000686,Agents causing hyperkalemia
A000687,Agents that produce hypertension
D000894,"Anti-Inflammatory Agents, Non-Steroidal"
A000688,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
D005395,Fish Oils
A000689,Nephrotoxic agents
A000690,Non COX-2 selective NSAIDS
D009821,Oils
A000691,Supplements
D000409,Alanine
A000692,Proteinogenic Amino Acids
A000693,Supplements
A000694,Proteinogenic Amino Acids
A000695,Supplements
A000696,Alimentary Tract and Metabolism
A000697,Anti-Acne Preparations
A000698,Anti-Acne Preparations for Topical Use
D016588,Anticarcinogenic Agents
A000699,Diagnostic Agents
D004224,Diterpenes
D004952,Esters
A000700,Nasal Preparations
A000701,Ophthalmologicals
D012176,Retinoids
A000702,Retinoids for Topical Use in Acne
A000703,Sensory Organs
A000704,Tests for Fat Absorption
D014801,Vitamin A
A000705,Vitamins (Fat Soluble)
A000706,Basic Ointments and Protectants
D001578,Benzopyrans
A000707,Cytochrome P-450 CYP3A Substrates
A000708,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A000709,Cytochrome P-450 CYP3A4 Substrates
A000710,Cytochrome P-450 Substrates
D011714,Pyrans
A000711,Supplements
D014810,Vitamin E
A000712,"Vitamin E, analogs & derivatives"
A000713,Vitamins (Fat Soluble)
A000714,Alimentary Tract and Metabolism
A000715,Analogs/Derivatives
A000716,Antiinfectives for Systemic Use
A000717,Antimycobacterials
D000995,Drugs for Treatment of Tuberculosis
A000718,Drugs that are Mainly Renally Excreted
A000719,Alimentary Tract and Metabolism
A000720,Hypoglycemia-Associated Agents
A000721,Supplements
D013876,Thiophenes
A000722,Various Alimentary Tract and Metabolism Products
A000723,Proteinogenic Amino Acids
A000724,Supplements
D004151,Dipeptides
D005421,Flavoring Agents
D005503,Food Additives
D000074385,Food Ingredients
A000725,OAT1/SLC22A6 inhibitors
A000726,OAT3/SLC22A8 Inhibitors
A000727,Supplements
D013549,Sweetening Agents
A000728,Alimentary Tract and Metabolism
A000729,"Cholecalciferol, antagonists & inhibitors"
D065687,Cytochrome P-450 CYP2C8 Inhibitors
A000730,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A000731,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
A000732,Cytochrome P-450 CYP3A Substrates
A000733,Cytochrome P-450 CYP3A4 Substrates
A000734,Cytochrome P-450 Substrates
A000735,Drugs Affecting Bone Structure and Mineralization
A000736,Drugs for Treatment of Bone Diseases
A000737,Musculo-Skeletal System
A000738,Vitamins (Fat Soluble)
A000739,Blood and Blood Forming Organs
A000740,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A000741,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A000742,Cytochrome P-450 CYP2A6 Inhibitors
A000743,Cytochrome P-450 CYP2A6 Inhibitors (strength unknown)
D065686,Cytochrome P-450 CYP2B6 Inhibitors
A000744,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
A000745,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
A000746,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
D065688,Cytochrome P-450 CYP2C9 Inhibitors
A000747,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A000748,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A000749,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
A000750,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A000751,Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)
A000752,Cytochrome P-450 CYP3A7 Inhibitors (strength unknown)
D009281,Naphthalenes
D009285,Naphthoquinones
D010836,Phytol
D011809,Quinones
A000753,Supplements
D014812,Vitamin K
A000754,Vitamins (Fat Soluble)
D000255,Adenosine Triphosphate
A000755,Supplements
D007098,Imino Acids
A000756,Proteinogenic Amino Acids
A000757,Supplements
A000758,Supplements
A000759,UGT1A1 Inhibitors
A000760,Proteinogenic Amino Acids
A000761,Supplements
A000762,Agents Causing Muscle Toxicity
D000924,Anticholesteremic Agents
A000763,BCRP/ABCG2 Inhibitors
A000764,BCRP/ABCG2 Substrates
A000765,BSEP/ABCB11 Substrates
A000766,Drugs causing inadvertant photosensitivity
D019161,Hydroxymethylglutaryl-CoA Reductase Inhibitors
A000767,Hypolipidemic Agents Indicated for Hyperlipidemia
A000768,Lipid Modifying Agents
A000769,"Lipid Modifying Agents, Plain"
A000770,OAT1/SLC22A6 inhibitors
A000771,OAT3/SLC22A8 Inhibitors
A000772,OAT3/SLC22A8 Substrates
A000773,OATP1B1/SLCO1B1 Substrates
A000774,OATP1B3 substrates
A000775,OATP2B1/SLCO2B1 substrates
A000776,P-glycoprotein substrates
D014151,Anti-Anxiety Agents
A000777,Antidepressive Agents Indicated for Depression
A000778,BSEP/ABCB11 Substrates
A000779,Cytochrome P-450 CYP1A2 Inhibitors (strong)
A000780,Cytochrome P-450 CYP1A2 Substrates
A000781,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
A000782,Cytochrome P-450 CYP2C19 Inhibitors (strong)
A000783,Cytochrome P-450 CYP2C9 Inhibitors (moderate)
A000784,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
A000785,Cytochrome P-450 CYP2D6 Substrates
A000786,Cytochrome P-450 CYP3A Substrates
A000787,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
A000788,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A000789,Cytochrome P-450 CYP3A4 Substrates
A000790,Cytochrome P-450 CYP3A7 Inhibitors (moderate)
A000791,Cytochrome P-450 Substrates
A000792,Drugs that are Mainly Renally Excreted
D006898,Hydroxylamines
A000793,Hypoglycemia-Associated Agents
D014179,Neurotransmitter Uptake Inhibitors
D010091,Oximes
A000794,P-glycoprotein inhibitors
A000795,Psychoanaleptics
D017367,Selective Serotonin Reuptake Inhibitors
D018490,Serotonin Agents
A000796,Serotonin Modulators
D014149,Tranquilizing Agents
A000797,Agents Acting on the Renin-Angiotensin System
A000798,Agents causing angioedema
A000799,Agents causing hyperkalemia
A000800,Angiotensin 2 Receptor Blocker
A000801,Angiotensin II Antagonists and Calcium Channel Blockers
A000802,Angiotensin II Antagonists and Diuretics
D057911,Angiotensin II receptor antagonists
A000803,Angiotensin II receptor blockers (ARBs) and calcium channel blockers
A000804,Angiotensin II receptor blockers (ARBs) and diuretics
A000805,"Angiotensin II receptor blockers (ARBs), plain"
D047228,Angiotensin II Type 1 Receptor Blockers
D057912,Angiotensin II Type 2 Receptor Blockers
D000959,Antihypertensive Agents
A000806,Antihypertensive Agents Indicated for Hypertension
