mesh-id,category
A012337,"Arteriolar Smooth Muscle, Agents Acting On"
A012338,Arteriolar Vasodilation
A012339,Arteriolar Vasodilator
A012340,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012341,Direct Vasodilators
A012342,Drugs that are Mainly Renally Excreted
A012343,Hydrazinophthalazine Derivatives
A012344,Hydrazinophthalazine Derivatives and Diuretics
A012345,Hypotensive Agents
D010793,Phthalazines
A012346,Alimentary Tract and Metabolism
D012634,Bodily Secretions
A012347,Drugs Used in Diabetes
A012348,GLP-1 Agonists
D052216,Glucagon-Like Peptide 1
A012349,Glucagon-like peptide-1 (GLP-1) analogues
A012350,Hypoglycemia-Associated Agents
A012351,Incretin Mimetics
A012352,Anterior Pituitary Lobe Hormones and Analogues
A012353,Human Insulin-like Growth Factor Analogs
A012354,Hypoglycemia-Associated Agents
A012355,Pituitary and Hypothalamic Hormones and Analogues
A012356,Recombinant Human Insulin-like Growth Factor-1
D013002,Somatomedins
A012357,Somatotropin Agonists
A012358,Somatropin and Somatropin Agonists
A012359,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A012360,Alimentary Tract and Metabolism
D065091,Amylin Agonists
A012361,Amylin Analog
D000682,Amyloid
D058227,Amyloidogenic Proteins
A012362,Drugs Used in Diabetes
A012363,Hypoglycemia-Associated Agents
A012364,Alimentary Tract and Metabolism
D001192,Arylsulfatases
D002810,Chondroitinases and Chondroitin Lyases
D002811,Chondroitinsulfatases
A012365,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme
A012366,Antineoplastic and Immunomodulating Agents
A012367,Myelosuppressive Agents
A012368,Narrow Therapeutic Index Drugs
A012369,Nucleoside Metabolic Inhibitor
A012370,Purine Analogues
A012371,Agents reducing cytokine levels
A012372,Antineoplastic and Immunomodulating Agents
A012373,Biologics for Rheumatoid Arthritis Treatment
A012374,CD80-directed Antibody Interactions
A012375,CD86-directed Antibody Interactions
A012376,Decreased Cytokine Activity
A012377,Disease-modifying Antirheumatic Agents
D000082082,Immune Checkpoint Inhibitors
A012378,Selective Immunosuppressants
A012379,Selective T Cell Costimulation Modulator
D016503,Drug Delivery Systems
A012380,Hypotensive Agents
A012381,Oxytocin and Analogues
A012382,Pituitary and Hypothalamic Hormones and Analogues
A012383,Posterior Pituitary Lobe Hormones
A012384,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A012385,Agents causing hyperkalemia
A012386,Agents that produce hypertension
A012387,Antiinflammatory and Antirheumatic Products
A012388,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A012389,Cytochrome P-450 CYP1A2 Substrates
A012390,Cytochrome P-450 CYP2C19 Substrates
A012391,Cytochrome P-450 CYP2C9 Substrates
A012392,Cytochrome P-450 Substrates
A012393,Musculo-Skeletal System
A012394,Nephrotoxic agents
A012395,Selective Cyclooxygenase 2 Inhibitors (NSAIDs)
A012396,UGT1A9 Substrates
A012397,Adrenals
A012398,Adrenocortical Insufficiency
D000324,Adrenocorticotropic Hormone
A012399,Anterior Pituitary Lobe Hormones and Analogues
D053486,Melanocortins
A012400,Pituitary
A012401,Pituitary and Hypothalamic Hormones and Analogues
D011333,Pro-Opiomelanocortin
A012402,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A012403,Anterior Pituitary Lobe Hormones and Analogues
A012404,Corticosteroids for Systemic Use
A012405,Cytochrome P-450 CYP3A Substrates
A012406,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012407,Cytochrome P-450 CYP3A4 Substrates
A012408,Cytochrome P-450 Substrates
A012409,Hyperglycemia-Associated Agents
A012410,Pituitary and Hypothalamic Hormones and Analogues
A012411,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A012412,Adrenergics for Systemic Use
A012413,"Adrenergics, Inhalants"
A012414,Agents producing tachycardia
A012415,Agents that produce hypertension
A012416,Agents to Treat Airway Disease
A012417,Drugs for Obstructive Airway Diseases
A012418,Genito Urinary System and Sex Hormones
D009921,Metaproterenol
A012419,Selective Beta 2-adrenergic Agonists
A012420,"Sympathomimetics, Labour Repressants"
A012421,Alimentary Tract and Metabolism
A012422,Cytochrome P-450 CYP2C9 Substrates
A012423,Cytochrome P-450 Substrates
A012424,Drugs Used in Diabetes
A012425,Insulin Secretagogues
A012426,Oral Hypoglycemics
A012427,Adrenergics for Systemic Use
A012428,"Adrenergics, Inhalants"
A012429,Agents producing tachycardia
A012430,Agents that produce hypertension
A012431,Agents to Treat Airway Disease
A012432,Drugs for Obstructive Airway Diseases
A012433,Selective Beta 2-adrenergic Agonists
A012434,Antacids and Adsorbents
A012435,Bismuth containing drugs
D004603,"Elements, Radioactive"
D016481,Helicobacter Infections
D007554,Isotopes
D019216,"Metals, Heavy"
A012436,Neurotoxic agents
D011868,Radioisotopes
A012437,Agents causing hyperkalemia
A012438,Beta Blocking Agents and Thiazides
A012439,"Beta Blocking Agents, Selective"
A012440,"Beta Blocking Agents, Selective, and Thiazides"
A012441,Bradycardia-Causing Agents
A012442,Cytochrome P-450 CYP2D6 Substrates
A012443,Cytochrome P-450 Substrates
A012444,Antiinflammatory and Antirheumatic Products
A012445,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A012446,Musculo-Skeletal System
D000083,Acetanilides
A012447,Agents causing hyperkalemia
A012448,"Beta Blocking Agents, Selective"
A012449,Bradycardia-Causing Agents
A012450,Cytochrome P-450 CYP2D6 Substrates
A012451,Cytochrome P-450 Substrates
A012452,Genito Urinary System and Sex Hormones
A012453,Gynecological Antiinfectives and Antiseptics
A012454,"Antiparasitic Products, Insecticides and Repellents"
A012455,Genito Urinary System and Sex Hormones
A012456,Gynecological Antiinfectives and Antiseptics
A012457,Long-Acting Antibacterial Sulfonamides
A012458,Agents that produce neuromuscular block (indirect)
A012459,Antibacterials for Systemic Use
A012460,Antiinfectives for Systemic Use
A012461,Cytochrome P-450 CYP1A2 Substrates
A012462,Cytochrome P-450 Substrates
A012463,Drugs for Obstructive Airway Diseases
A012464,Respiratory Smooth Muscle Relaxants
A012465,Xanthines and Adrenergics
A012466,Alimentary Tract and Metabolism
A012467,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A012468,Drugs Used in Diabetes
A012469,Hypoglycemia-Associated Agents
A012470,Insulin Analog
A012471,"Insulins and Analogues for Injection, Fast-Acting"
A012472,Alimentary Tract and Metabolism
A012473,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A012474,Drugs Used in Diabetes
A012475,Hypoglycemia-Associated Agents
A012476,Insulin Analog
A012477,Alimentary Tract and Metabolism
A012478,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A012479,Drugs Used in Diabetes
A012480,Hypoglycemia-Associated Agents
A012481,Insulin Analog
A012482,"Insulins and Analogues for Injection, Fast-Acting"
A012483,Antiinfectives for Systemic Use
A012484,Antivirals for Systemic Use
A012485,Cytochrome P-450 CYP3A Substrates
A012486,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
A012487,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012488,Cytochrome P-450 CYP3A4 Substrates
A012489,Cytochrome P-450 Substrates
A012490,Direct Acting Antivirals
A012491,Hyperglycemia-Associated Agents
A012492,Anti-epileptic Agent
A012493,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A012494,Cytochrome P-450 CYP2B6 Inducers (strong)
A012495,Cytochrome P-450 CYP2C19 Substrates
A012496,Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index
A012497,Cytochrome P-450 CYP2C8 Substrates
A012498,Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index
A012499,Cytochrome P-450 CYP2C9 Inducers (strength unknown)
A012500,Cytochrome P-450 CYP2C9 Substrates
A012501,Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index
A012502,Cytochrome P-450 CYP3A Inducers (strong)
A012503,Cytochrome P-450 CYP3A Substrates
A012504,Cytochrome P-450 CYP3A4 Inducers (strong)
A012505,Cytochrome P-450 CYP3A4 Substrates
A012506,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A012507,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A012508,Cytochrome P-450 Substrates
A012509,Decreased Central Nervous System Disorganized Electrical Activity
A012510,Enzyme Inducing Antiepileptic Drugs
A012511,Narrow Therapeutic Index Drugs
A012512,Phenytoin and Prodrugs
A012513,Thyroxine-binding globulin substrates
A012514,UGT1A6 Inhibitors
A012515,UGT1A9 Inhibitors
A012516,Antibacterials for Systemic Use
A012517,Antiinfectives for Systemic Use
A012518,"Macrolides, Lincosamides and Streptogramins"
D019684,Angiosperms
A012519,Antidepressive Agents Indicated for Depression
D028084,Clusiaceae
A012520,Cytochrome P-450 CYP2C19 Inducers (strength unknown)
A012521,Cytochrome P-450 CYP2C19 Substrates
A012522,Cytochrome P-450 CYP2D6 Inhibitors (weak)
A012523,Cytochrome P-450 CYP3A Inducers (strong)
A012524,Cytochrome P-450 CYP3A Substrates
A012525,Cytochrome P-450 CYP3A4 Inducers (strong)
A012526,Cytochrome P-450 CYP3A4 Substrates
A012527,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A012528,Cytochrome P-450 Substrates
D019669,Embryophyta
D056890,Eukaryota
A012529,Herbs and Natural Products
A012530,Hyperglycemia-Associated Agents
A012531,P-glycoprotein inducers
A012532,Psychoanaleptics
D000074424,Rosanae
D057949,Streptophyta
D064028,Tracheophyta
D057948,Viridiplantae
A012533,Antihypertensive Agents Indicated for Hypertension
A012534,Drugs causing inadvertant photosensitivity
A012535,Genito Urinary System and Sex Hormones
A012536,Gynecological Antiinfectives and Antiseptics
A012537,Hyperglycemia-Associated Agents
A012538,Increased Diuresis
A012539,OAT3/SLC22A8 Substrates
A012540,Genito Urinary System and Sex Hormones
A012541,Gynecological Antiinfectives and Antiseptics
A012542,"Low-Ceiling Diuretics, Excl. Thiazides"
A012543,Antibacterials for Systemic Use
A012544,Antiinfectives for Systemic Use
A012545,Nephrotoxic agents
A012546,OAT1/SLC22A6 inhibitors
A012547,OAT3/SLC22A8 Inhibitors
A012548,Second-Generation Cephalosporins
A012549,Antibacterials for Systemic Use
A012550,Antiinfectives for Systemic Use
A012551,First-Generation Cephalosporins
A012552,Nephrotoxic agents
A012553,OAT1/SLC22A6 inhibitors
A012554,OAT1/SLC22A6 Substrates
A012555,OAT3/SLC22A8 Inhibitors
A012556,OAT3/SLC22A8 Substrates
A012557,Antibacterials for Systemic Use
A012558,Antiinfectives for Systemic Use
A012559,Nephrotoxic agents
A012560,Second-Generation Cephalosporins
A012561,Antibacterials for Systemic Use
A012562,Antiinfectives for Systemic Use
A012563,Nephrotoxic agents
A012564,OAT1/SLC22A6 inhibitors
A012565,OAT3/SLC22A8 Inhibitors
A012566,Third-Generation Cephalosporins
A012567,Antibacterials for Systemic Use
A012568,Antiinfectives for Systemic Use
A012569,Drugs that are Mainly Renally Excreted
A012570,Nephrotoxic agents
A012571,Second-Generation Cephalosporins
A012572,Antibacterials for Systemic Use
A012573,Antiinfectives for Systemic Use
A012574,Nephrotoxic agents
A012575,Second-Generation Cephalosporins
A012576,Antibacterials for Systemic Use
A012577,Antiinfectives for Systemic Use
A012578,Nephrotoxic agents
A012579,OAT1/SLC22A6 inhibitors
A012580,OAT1/SLC22A6 Substrates
A012581,OAT3/SLC22A8 Inhibitors
A012582,OAT3/SLC22A8 Substrates
A012583,Third-Generation Cephalosporins
A012584,Antibacterials for Systemic Use
A012585,Antiinfectives for Systemic Use
A012586,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012587,Drugs that are Mainly Renally Excreted
A012588,First-Generation Cephalosporins
A012589,MATE 1 Substrates
A012590,MATE substrates
A012591,Nephrotoxic agents
A012592,OAT1/SLC22A6 inhibitors
A012593,Agents producing tachycardia
A012594,Curare Alkaloids
A012595,Muscle Relaxants
A012596,"Muscle Relaxants, Peripherally Acting Agents"
A012597,Musculo-Skeletal System
A012598,Agents producing tachycardia
A012599,Muscle Relaxants
A012600,"Muscle Relaxants, Peripherally Acting Agents"
A012601,Musculo-Skeletal System
A012602,Neuromuscular Nondepolarizing Blockade
A012603,OCT1 inhibitors
A012604,OCT1 substrates
A012605,Agents producing tachycardia
A012606,Muscle Relaxants
A012607,"Muscle Relaxants, Peripherally Acting Agents"
A012608,Musculo-Skeletal System
A012609,Muscle Relaxants
A012610,"Muscle Relaxants, Peripherally Acting Agents"
A012611,Musculo-Skeletal System
A012612,Neuromuscular Nondepolarizing Blockade
A012613,P-glycoprotein substrates
A012614,ACE Inhibitors and Diuretics
A012615,Agents Acting on the Renin-Angiotensin System
A012616,Agents causing angioedema
A012617,Agents causing hyperkalemia
A012618,Antihypertensive Agents Indicated for Hypertension
A012619,Hypotensive Agents
A012620,P-glycoprotein inhibitors
A012621,Agents Acting on the Renin-Angiotensin System
A012622,Agents causing angioedema
A012623,Agents causing hyperkalemia
D002411,Cation Exchange Resins
A012624,Drugs for Treatment of Hyperkalemia and Hyperphosphatemia
D007475,Ion Exchange Resins
D010969,Plastics
A012625,Polystyrene Sulfonates
A012626,Potassium Binder
A012627,Potassium Ion Exchange Activity
A012628,Potassium-removing Agents
D020058,Styrene
D013343,Styrenes
A012629,Agents causing hyperkalemia
A012630,Drugs that are Mainly Renally Excreted
A012631,Increased Large Intestinal Motility
A012632,Inhibition Large Intestine Fluid/Electrolyte Absorption
A012633,Osmotic Activity
A012634,Potassium Salt
A012635,Replacement Preparations
A012636,Agents Acting on the Renin-Angiotensin System
A012637,Agents causing angioedema
A012638,Agents causing hyperkalemia
A012639,Agents Acting on the Renin-Angiotensin System
A012640,Agents causing angioedema
A012641,Agents causing hyperkalemia
A012642,Agents Acting on the Renin-Angiotensin System
A012643,Agents causing hyperkalemia
A012644,"Angiotensin II receptor blockers (ARBs), plain"
A012645,Cytochrome P-450 CYP3A Substrates
A012646,Cytochrome P-450 CYP3A4 Substrates
A012647,Cytochrome P-450 Substrates
A012648,"Barbiturates, Plain"
A012649,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012650,Psycholeptics
A012651,"Barbiturates, Plain"
A012652,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012653,Psycholeptics
A012654,"Barbiturates, Plain"
A012655,Psycholeptics
A012656,"Barbiturates, Plain"
A012657,Psycholeptics
A012658,Adjuvants
A012659,"Barbiturates, Plain"
A012660,Cytochrome P-450 CYP2C19 Substrates
A012661,Cytochrome P-450 CYP2C9 Substrates
A012662,Cytochrome P-450 Substrates
A012663,Psycholeptics
A012664,Highest Risk QTc-Prolonging Agents
D018020,Lithium Compounds
A012665,Mood Stabilizer
A012666,Nephrotoxic agents
A012667,Neurotoxic agents
A012668,QTc Prolonging Agents
A012669,Serotonin Modulators
A012670,Cytochrome P-450 CYP2C8 Substrates
A012671,Cytochrome P-450 CYP2C9 Substrates
A012672,Cytochrome P-450 CYP3A Substrates
A012673,Cytochrome P-450 CYP3A4 Substrates
A012674,Cytochrome P-450 Substrates
A012675,Estrogen Contraceptives
D004997,Ethinyl Estradiol
A012676,Hyperglycemia-Associated Agents
A012677,Thyroxine-binding globulin inducers
A012678,Agents causing hyperkalemia
A012679,"Beta Blocking Agents, Non-Selective"
A012680,Bradycardia-Causing Agents
A012681,Cytochrome P-450 CYP2D6 Substrates
A012682,Cytochrome P-450 Substrates
A012683,Drugs that are Mainly Renally Excreted
A012684,Hypotensive Agents
A012685,Negative Inotrope
A012686,Agents that reduce seizure threshold
A012687,Iodinated Contrast Agents
A012688,Radiographic Contrast Agent
A012689,"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media"
A012690,X-Ray Contrast Activity
A012691,"X-Ray Contrast Media, Iodinated"
A012692,Agents producing tachycardia
A012693,Agents that produce hypertension
A012694,Alpha-and Beta-adrenergic Agonists
D032462,Cycadopsida
D004365,"Drugs, Chinese Herbal"
D029789,Ephedra
D035682,Gnetophyta
A012695,Herbs and Natural Products
A012696,Hyperglycemia-Associated Agents
A012697,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A012698,Sympathomimetic (Adrenergic) Agents
A012699,Adrenergic and Dopaminergic Agents
A012700,Adrenergics for Systemic Use
A012701,Agents producing tachycardia
A012702,Agents that produce hypertension
A012703,Alimentary Tract and Metabolism
A012704,Alpha-and Beta-adrenergic Agonists
A012705,"Antiobesity Preparations, Excl. Diet Products"
A012706,Cardiac Stimulants Excl. Cardiac Glycosides
A012707,Cardiac Therapy
A012708,Centrally Acting Antiobesity Products
A012709,Cholinesterase substrates
A012710,Drugs for Obstructive Airway Diseases
A012711,Herbs and Natural Products
A012712,Increased Norepinephrine Activity
A012713,Mydriatics and Cycloplegics
A012714,Nasal Preparations
A012715,Norepinephrine Releasing Agents
A012716,Ophthalmologicals
A012717,Sensory Organs
A012718,Sympathomimetic (Adrenergic) Agents
A012719,Sympathomimetics Excl. Antiglaucoma Preparations
A012720,"Sympathomimetics, Plain"
A012721,Adrenergic and Dopaminergic Agents
A012722,Agents producing tachycardia
A012723,Agents that produce hypertension
A012724,Cardiac Stimulants Excl. Cardiac Glycosides
A012725,Cardiac Therapy
A012726,Adrenergics for Systemic Use
A012727,"Adrenergics, Inhalants"
A012728,Agents producing tachycardia
A012729,Agents that produce hypertension
A012730,Drugs for Obstructive Airway Diseases
A012731,Selective Beta 2-adrenergic Agonists
A012732,Agents that produce hypertension
A012733,Agents that reduce seizure threshold
A012734,Cytochrome P-450 CYP1A2 Substrates
A012735,Cytochrome P-450 Substrates
A012736,Drugs that are Mainly Renally Excreted
A012737,Hypotensive Agents
A012738,Monoamine Oxidase B Inhibitors
A012739,Serotonin Modulators
A012740,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012741,Cytochrome P-450 CYP3A4 Inhibitors (weak)
A012742,Streptogramin Antibacterial
D025361,Streptogramins
A012743,Aluminum and magnesium containing antacids
D000863,Antacids
A012744,Gastric Acid Lowering Agents
A012745,Metal divalent cations
D019565,"Metals, Light"
A012746,Alimentary Tract and Metabolism
A012747,Antacids and Adsorbents
A012748,Drugs Affecting Bone Structure and Mineralization
A012749,Drugs for Treatment of Bone Diseases
D008673,"Metals, Alkaline Earth"
A012750,Musculo-Skeletal System
A012751,Phosphate Binder
A012752,Phosphate Chelating Activity
A012753,Replacement Preparations
A012754,Agents that produce neuromuscular block (indirect)
A012755,Alimentary Tract and Metabolism
A012756,Aluminum and magnesium containing antacids
A012757,Drugs for Acid Related Disorders
A012758,Drugs for Constipation
A012759,Gastric Acid Lowering Agents
A012760,"Laxatives, magnesium containing"
A012761,Magnesium Salts
A012762,Metal divalent cations
A012763,Mineral Supplements
A012764,Osmotic Laxatives
A012765,Agents that produce neuromuscular block (indirect)
A012766,Calculi Dissolution Agent
A012767,Increased Large Intestinal Motility
A012768,Inhibition Large Intestine Fluid/Electrolyte Absorption
A012769,Inhibition Small Intestine Fluid/Electrolyte Absorption
A012770,Magnesium Ion Exchange Activity
A012771,Osmotic Activity
A012772,Osmotic Laxatives
A012773,"Polyvalent cation containing laxatives, antacids, oral supplements"
A012774,Stimulation Large Intestine Fluid/Electrolyte Secretion
A012775,Adrenals
A012776,Corticosteroids for Systemic Use
A012777,Cytochrome P-450 CYP3A Substrates
A012778,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012779,Cytochrome P-450 CYP3A4 Substrates
A012780,Cytochrome P-450 CYP3A5 Inducers (strength unknown)
A012781,Cytochrome P-450 Substrates
A012782,Hyperglycemia-Associated Agents
A012783,OAT3/SLC22A8 Substrates
A012784,P-glycoprotein inducers
A012785,P-glycoprotein substrates
A012786,Anti-Dementia Drugs
D001775,Blood Circulation
A012787,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A012788,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A012789,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012790,Cytochrome P-450 CYP3A4 Inhibitors (weak)
D046934,Ginkgolides
A012791,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A012792,Psychoanaleptics
A012793,Alimentary Tract and Metabolism
A012794,Drugs Used in Diabetes
A012795,Genito Urinary System and Sex Hormones
A012796,Gynecological Antiinfectives and Antiseptics
A012797,Oral Hypoglycemics
A012798,Corticosteroids for Systemic Use
A012799,"Corticosteroids for Systemic Use, Plain"
A012800,Cytochrome P-450 CYP3A Substrates
A012801,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A012802,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012803,Cytochrome P-450 CYP3A4 Substrates
A012804,Cytochrome P-450 CYP3A5 Inducers (strength unknown)
A012805,Cytochrome P-450 Substrates
A012806,Hyperglycemia-Associated Agents
A012807,"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"
A012808,Agents causing hyperkalemia
A012809,Bradycardia-Causing Agents
A012810,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A012811,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A012812,Cytochrome P-450 CYP3A Substrates
A012813,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012814,Cytochrome P-450 CYP3A4 Substrates
A012815,Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)
A012816,Cytochrome P-450 CYP3A7 Inhibitors (strength unknown)
A012817,Cytochrome P-450 Substrates
A012818,Moderate Risk QTc-Prolonging Agents
A012819,P-glycoprotein inhibitors
A012820,P-glycoprotein substrates
A012821,QTc Prolonging Agents
A012822,Selective Calcium Channel Blockers With Mainly Vascular Effects
A012823,Antacids and Adsorbents
D001639,Bicarbonates
A012824,Blood and Blood Forming Organs
A012825,Blood Substitutes and Perfusion Solutions
D017554,"Carbon Compounds, Inorganic"
D002254,Carbonates
D002255,Carbonic Acid
A012826,Electrolyte Solutions
A012827,Gastric Acid Lowering Agents
A012828,Hemodialysis Solution
A012829,I.V. Solution Additives
A012830,Irrigating Solutions
A012831,Salt Solutions
D017670,Sodium Compounds
A012832,Urinary Alkalinisers
A012833,Agents that produce hypertension
A012834,Cytochrome P-450 CYP2D6 Substrates
A012835,Cytochrome P-450 CYP3A Substrates
A012836,Cytochrome P-450 CYP3A4 Substrates
A012837,Cytochrome P-450 Substrates
A012838,Drugs Used in Erectile Dysfunction
A012839,Genito Urinary System and Sex Hormones
A012840,Other Miscellaneous Therapeutic Agents
A012841,P-glycoprotein inhibitors
A012842,Urologicals
A012843,Agents Causing Muscle Toxicity
A012844,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A012845,Cytochrome P-450 CYP2C8 Inhibitors (weak)
A012846,Cytochrome P-450 CYP3A Substrates
A012847,Cytochrome P-450 CYP3A4 Substrates
A012848,Cytochrome P-450 Substrates
A012849,Hypolipidemic Agents Indicated for Hyperlipidemia
A012850,Lipid Modifying Agents
A012851,"Lipid Modifying Agents, Plain"
A012852,Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia
A012853,OATP1B1/SLCO1B1 Inhibitors
A012854,Agents Causing Muscle Toxicity
A012855,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
A012856,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A012857,Cytochrome P-450 CYP2E1 Inducers (strength unknown)
A012858,Cytochrome P-450 CYP3A Substrates
A012859,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A012860,Cytochrome P-450 CYP3A4 Substrates
A012861,Cytochrome P-450 Substrates
A012862,Drugs that are Mainly Renally Excreted
A012863,Experimental Unapproved Treatments for COVID-19
A012864,Musculo-Skeletal System
A012865,P-glycoprotein inducers
A012866,P-glycoprotein substrates
A012867,Preparations With No Effect on Uric Acid Metabolism
A012868,Agents causing hyperkalemia
A012869,Combination Contraceptives (with Estrogen and derivatives)
A012870,Cytochrome P-450 CYP3A Substrates
A012871,Cytochrome P-450 CYP3A4 Substrates
A012872,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A012873,Cytochrome P-450 Substrates
A012874,Genito Urinary System and Sex Hormones
A012875,Hyperglycemia-Associated Agents
A012876,Progestin Contraceptives
A012877,Sex Hormones and Modulators of the Genital System
A012878,Cardiac Therapy
A012879,Cytochrome P-450 CYP3A Substrates
A012880,Cytochrome P-450 CYP3A4 Substrates
A012881,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A012882,Cytochrome P-450 Substrates
A012883,Narrow Therapeutic Index Drugs
A012884,P-glycoprotein substrates
A012885,P-glycoprotein substrates with a Narrow Therapeutic Index
A012886,Potential QTc-Prolonging Agents
A012887,QTc Prolonging Agents
A012888,Agents causing hyperkalemia
A012889,Agents that produce hypertension
A012890,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A012891,Magnesium Salts
A012892,Metal divalent cations
A012893,Nephrotoxic agents
A012894,Non COX-2 selective NSAIDS
A012895,Agents causing hyperkalemia
A012896,Agents that produce hypertension
A012897,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A012898,Nephrotoxic agents
A012899,Non COX-2 selective NSAIDS
A012900,Salicylic Acid and Derivatives
A012901,Antiglaucoma Preparations and Miotics
A012902,Ophthalmologicals
A012903,Parasympathomemetic (Cholinergic) Agents
A012904,Sensory Organs
A012905,Agents causing hyperkalemia
A012906,Agents that produce hypertension
A012907,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A012908,Nephrotoxic agents
A012909,Non COX-2 selective NSAIDS
A012910,Agents producing tachycardia
A012911,Agents that produce hypertension
A012912,Antipsychotic Agents (First Generation [Typical])
A012913,Cytochrome P-450 CYP2D6 Inhibitors (strong)
A012914,Cytochrome P-450 CYP2D6 Substrates
A012915,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
A012916,Cytochrome P-450 Substrates
A012917,Drugs causing inadvertant photosensitivity
A012918,Hyperglycemia-Associated Agents
A012919,Neurotoxic agents
A012920,Phenothiazines With Aliphatic Side-Chain
A012921,Potential QTc-Prolonging Agents
A012922,Psycholeptics
A012923,QTc Prolonging Agents
D027481,Araliaceae
A012924,Ginseng & Ginseng Extracts
A012925,Herbs and Natural Products
A012926,Antibacterials for Systemic Use
A012927,Antiinfectives for Systemic Use
A012928,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A012929,Cytochrome P-450 CYP1A2 Substrates
A012930,Cytochrome P-450 Substrates
A012931,Highest Risk QTc-Prolonging Agents
A012932,QTc Prolonging Agents
A012933,Antigonadotropins and Similar Agents
A012934,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
A012935,Cytochrome P-450 CYP3A4 Inhibitors (strong)
A012936,Genito Urinary System and Sex Hormones
A012937,Hyperglycemia-Associated Agents
A012938,Sex Hormones and Modulators of the Genital System
A012939,Thyroxine-binding globulin inhibitors
A012940,Adrenergics for Systemic Use
A012941,"Adrenergics, Inhalants"
A012942,Agents producing tachycardia
A012943,Agents that produce hypertension
A012944,Agents to Treat Airway Disease
A012945,Drugs for Obstructive Airway Diseases
A012946,Long-acting beta-adrenoceptor agonists
A012947,Selective Beta 2-adrenergic Agonists
A012948,Adrenergics for Systemic Use
A012949,Agents producing tachycardia
A012950,Agents that produce hypertension
A012951,Agents to Treat Airway Disease
A012952,Cholinesterase substrates
A012953,Drugs for Obstructive Airway Diseases
A012954,Long-acting beta-adrenoceptor agonists
A012955,Selective Beta 2-adrenergic Agonists
A012956,"Adrenergics, Inhalants"
A012957,Agents producing tachycardia
A012958,Agents to Treat Airway Disease
A012959,Antimuscarinics Antispasmodics
A012960,Cytochrome P-450 CYP2D6 Substrates
A012961,Cytochrome P-450 CYP3A Substrates
A012962,Cytochrome P-450 CYP3A4 Substrates
A012963,Cytochrome P-450 Substrates
A012964,Drugs for Obstructive Airway Diseases
