drug,category
DB01593,D008670
DB01593,D019216
DB01593,D018977
DB01593,D008903
DB01593,D010829
DB01593,D014131
DB01593,D028561
DB01593,A013404
DB01593,D017967
DB01594,D001552
DB01594,A013405
DB01594,D001569
DB01594,D002492
DB01594,D000072471
DB01594,D006993
DB01594,D009420
DB01594,A013406
DB01595,D014151
DB01595,D000927
DB01595,D001552
DB01595,A013407
DB01595,D001569
DB01595,D001570
DB01595,D002491
DB01595,D002492
DB01595,D065691
DB01595,A013408
DB01595,A013409
DB01595,A013410
DB01595,D065607
DB01595,A013411
DB01595,D018682
DB01595,D018757
DB01595,D000072471
DB01595,D006993
DB01595,A013412
DB01595,D009125
DB01595,D009420
DB01595,D018377
DB01595,A013413
DB01595,D011619
DB01595,D014149
DB01597,D003516
DB01597,D003521
DB01597,A013414
DB01597,D004791
DB01597,A013415
DB01597,A013416
DB01597,D011480
DB01597,A013417
DB01598,A013418
DB01598,D000577
DB01598,D000900
DB01598,D000890
DB01598,A013419
DB01598,A013420
DB01598,A013421
DB01598,D047090
DB01598,D015780
DB01598,D000072471
DB01598,D007769
DB01598,A013422
DB01598,A013423
DB01598,D013457
DB01598,D013845
DB01599,D000924
DB01599,D000975
DB01599,D001555
DB01599,D001685
DB01599,D020313
DB01599,D000960
DB01599,A013424
DB01599,A013425
DB01599,D057847
DB01599,A013426
DB01599,D010636
DB01599,D020011
DB01599,A013427
DB01600,D000144
DB01600,A013428
DB01600,A013429
DB01600,D000700
DB01600,D018712
DB01600,D000893
DB01600,D000894
DB01600,A013430
DB01600,A013431
DB01600,A013432
DB01600,D018501
DB01600,D005227
DB01600,D005232
DB01600,D008055
DB01600,A013433
DB01600,A013434
DB01600,A013435
DB01600,A013436
DB01600,D018373
DB01600,D017319
DB01600,D011422
DB01600,D011448
DB01600,D018689
DB01601,D019380
DB01601,D000890
DB01601,D044966
DB01601,A013437
DB01601,D000998
DB01601,A013438
DB01601,A013439
DB01601,A013440
DB01601,D065609
DB01601,A013441
DB01601,A013442
DB01601,D065686
DB01601,A013443
DB01601,A013444
DB01601,D065689
DB01601,A013445
DB01601,D065698
DB01601,A013446
DB01601,D065688
DB01601,A013447
DB01601,A013448
DB01601,D065692
DB01601,A013449
DB01601,A013450
DB01601,A013451
DB01601,D065693
DB01601,D065607
DB01601,A013452
DB01601,A013453
DB01601,D004791
DB01601,A013454
DB01601,D017320
DB01601,A013455
DB01601,A013456
DB01601,A013457
DB01601,A013458
DB01601,A013459
DB01601,A013460
DB01601,A013461
DB01601,A013462
DB01601,D011480
DB01601,D011744
DB01601,A013463
DB01601,D000084762
DB01602,D000577
DB01602,D000900
DB01602,D000890
DB01602,A013464
DB01602,A013465
DB01602,A013466
DB01602,D047090
DB01602,D000072471
DB01602,D007769
DB01602,D010400
DB01602,D010406
DB01602,A013467
DB01602,D013457
DB01603,D000577
DB01603,D000900
DB01603,D000890
DB01603,A013468
DB01603,A013469
DB01603,A013470
DB01603,A013471
DB01603,D047090
DB01603,D000072471
DB01603,D007769
DB01603,D010406
DB01603,D013457
DB01604,D000577
DB01604,D000900
DB01604,D000890
DB01604,A013472
DB01604,A013473
DB01604,A013474
DB01604,D047090
DB01604,D000072471
DB01604,D007769
DB01604,D010400
DB01604,D010406
DB01604,A013475
DB01604,D013457
DB01605,D000577
DB01605,D000900
DB01605,D000890
DB01605,D000892
DB01605,A013476
DB01605,A013477
DB01605,A013478
DB01605,D047090
DB01605,D000072471
DB01605,D007769
DB01605,D010406
DB01605,A013479
DB01605,D013457
DB01606,D000577
DB01606,D000890
DB01606,A013480
DB01606,A013481
DB01606,D001372
DB01606,D053961
DB01606,A013482
DB01606,D065093
DB01606,D047090
DB01606,D004791
DB01606,D000072471
DB01606,D007769
DB01606,A013483
DB01606,A013484
DB01606,A013485
DB01606,A013486
DB01606,D013450
DB01606,D013457
DB01607,D000577
DB01607,D000900
DB01607,D000890
DB01607,A013487
DB01607,A013488
DB01607,A013489
DB01607,D047090
DB01607,D000072471
DB01607,D007769
DB01607,D010406
DB01607,A013490
DB01607,D013457
DB01608,D058668
DB01608,D000317
DB01608,D018674
DB01608,A013491
DB01608,D014150
DB01608,A013492
DB01608,D002492
DB01608,D018492
DB01608,D000072471
DB01608,D009420
DB01608,A013493
DB01608,D010640
DB01608,A013494
DB01608,A013495
DB01608,D013457
DB01609,D000146
DB01609,D001555
DB01609,D001565
DB01609,D002614
DB01609,D020313
DB01609,D065609
DB01609,A013496
DB01609,D065687
DB01609,A013497
DB01609,D065701
DB01609,A013498
DB01609,D065693
DB01609,D065607
DB01609,A013499
DB01609,A013500
DB01609,D007502
DB01609,D064449
DB01609,D014230
DB01609,A013501
DB01609,A013502
DB01609,A013503
DB01609,A013504
DB01610,A013505
DB01610,D000890
DB01610,A013506
DB01610,D000998
DB01610,A013507
DB01610,A013508
DB01610,A013509
DB01610,A013510
DB01610,A013511
DB01610,D000072471
DB01610,D019384
DB01610,A013512
DB01610,A013513
DB01610,A013514
DB01610,D011687
DB01610,D011688
DB01611,D000634
DB01611,D000890
DB01611,D000962
DB01611,D000977
DB01611,A013515
DB01611,D000981
DB01611,D018501
DB01611,A013516
DB01611,D065690
DB01611,A013517
DB01611,A013518
DB01611,A013519
DB01611,A013520
DB01611,D065607
DB01611,A013521
DB01611,A013522
DB01611,D004791
DB01611,D000072471
DB01611,D007166
DB01611,A013523
DB01611,D017319
DB01611,A013524
DB01611,A013525
DB01611,D011804
DB01612,A013526
DB01612,D000931
DB01612,D002317
DB01612,A013527
DB01612,A013528
DB01612,D009573
DB01612,A013529
DB01612,D014665
DB01613,D000438
DB01613,A013530
DB01613,D002241
DB01613,A013531
DB01613,D002317
DB01613,D009566
DB01613,A013532
DB01613,D013402
DB01613,D014665
DB01613,A013533
DB01614,D058668
DB01614,D000317
DB01614,D018674
DB01614,A013534
DB01614,D000928
DB01614,D014150
DB01614,D002491
DB01614,D002492
DB01614,D015259
DB01614,D018492
DB01614,D065127
DB01614,D000072471
DB01614,D009420
DB01614,A013535
DB01614,D018377
DB01614,D010640
DB01614,A013536
DB01614,A013537
DB01614,D011619
DB01614,D058829
DB01614,D058830
DB01614,D018490
DB01614,D012702
DB01614,D013457
DB01614,D014149
DB01615,D014150
DB01615,D002491
DB01615,D002492
DB01615,D015259
DB01615,D018492
DB01615,D000072471
DB01615,D006633
DB01615,D006634
DB01615,A013538
DB01615,A013539
DB01615,D018377
DB01615,D010640
DB01615,D011619
DB01615,A013540
DB01615,D013457
DB01615,D014149
DB01616,A013541
DB01616,D000588
DB01616,D000928
DB01616,D001337
DB01616,D002492
DB01616,A013542
DB01616,D010276
DB01616,D018373
DB01616,D058829
DB01616,D018490
DB01616,D012702
DB01618,D000928
DB01618,D014150
DB01618,A013543
DB01618,D002491
DB01618,D002492
DB01618,D018492
DB01618,D065127
DB01618,D000072471
DB01618,A013544
DB01618,D007211
DB01618,D009420
DB01618,A013545
DB01618,A013546
DB01618,D011619
DB01618,D058829
DB01618,D058830
DB01618,D018490
DB01618,D012702
DB01618,D014149
DB01619,A013547
DB01619,D018494
DB01619,D006633
DB01619,D006634
DB01619,D018377
DB01620,D018926
DB01620,A013548
DB01620,A013549
DB01620,D000982
DB01620,A013550
DB01620,D003879
DB01620,D018494
DB01620,D006633
DB01620,D006634
DB01620,A013551
DB01620,A013552
DB01620,D011725
DB01620,A013553
DB01621,D000928
DB01621,D014150
DB01621,D002492
DB01621,A013554
DB01621,D065690
DB01621,A013555
DB01621,A013556
DB01621,A013557
DB01621,A013558
DB01621,D065607
DB01621,A013559
DB01621,D018492
DB01621,D065127
DB01621,A013560
DB01621,D000072471
DB01621,A013561
DB01621,D009420
DB01621,A013562
DB01621,D010640
DB01621,A013563
DB01621,D017319
DB01621,A013564
DB01621,D058829
DB01621,D058830
DB01621,D018490
DB01621,D012702
DB01621,D013457
DB01622,D058668
DB01622,D000317
DB01622,D018674
DB01622,A013565
DB01622,D000928
DB01622,D014150
DB01622,A013566
DB01622,D002492
DB01622,D018492
DB01622,D065127
DB01622,D000072471
DB01622,D009420
DB01622,A013567
DB01622,D010640
DB01622,A013568
DB01622,A013569
DB01622,D058829
DB01622,D058830
DB01622,D018490
DB01622,D012702
DB01622,D013457
DB01623,D000928
DB01623,D014150
DB01623,A013570
DB01623,D002491
DB01623,D002492
DB01623,A013571
DB01623,D065690
DB01623,A013572
DB01623,D065607
DB01623,A013573
DB01623,D015259
DB01623,D018492
DB01623,D065127
DB01623,A013574
DB01623,D000072471
DB01623,D009420
DB01623,A013575
DB01623,D018377
DB01623,D017319
DB01623,A013576
DB01623,A013577
DB01623,D011619
DB01623,A013578
DB01623,D058830
DB01623,D018490
DB01623,D012702
DB01623,D013457
DB01623,A013579
DB01623,D013892
DB01623,D014149
DB01623,D014966
DB01624,D058668
DB01624,D000317
DB01624,D018674
DB01624,A013580
DB01624,D000928
DB01624,D014150
DB01624,A013581
DB01624,D002491
DB01624,D002492
DB01624,A013582
DB01624,A013583
DB01624,A013584
DB01624,A013585
DB01624,A013586
DB01624,D015259
DB01624,D018492
DB01624,D065127
DB01624,D000072471
DB01624,A013587
DB01624,D006633
DB01624,D006634
DB01624,D009420
DB01624,A013588
DB01624,D018377
DB01624,A013589
DB01624,D011619
DB01624,A013590
DB01624,D020230
DB01624,D058830
DB01624,D018490
DB01624,D012702
DB01624,D013457
DB01624,A013591
DB01624,D013892
DB01624,D014149
DB01624,D014966
DB01625,A013592
DB01625,A013593
DB01625,D000588
DB01625,D064751
DB01625,D018680
DB01625,A013594
DB01625,D018727
DB01625,D017672
DB01625,D009861
DB01625,A013595
DB01626,A013596
DB01626,A013597
DB01626,D000588
DB01626,D000928
DB01626,D000959
DB01626,D001555
DB01626,D001593
DB01626,D001596
DB01626,D002317
DB01626,D002492
DB01626,D004791
DB01626,A013598
DB01626,A013599
DB01626,D008996
DB01626,D020230
DB01627,A013600
DB01627,D000900
DB01627,D000890
DB01627,A013601
DB01627,A013602
DB01627,D002241
DB01627,D004791
DB01627,D006027
DB01627,A013603
DB01627,D055231
DB01627,A013604
DB01627,A013605
DB01627,D011500
DB01627,D011759
DB01628,A013606
DB01628,A013607
DB01628,D000700
DB01628,D018712
DB01628,D000893
DB01628,D000894
DB01628,A013608
DB01628,A013609
DB01628,D018501
DB01628,D052246
DB01628,D016861
DB01628,A013610
DB01628,D065689
DB01628,A013611
DB01628,D065688
DB01628,A013612
DB01628,A013613
DB01628,D065690
DB01628,A013614
DB01628,D065691
DB01628,A013615
DB01628,D065692
DB01628,A013616
DB01628,A013617
DB01628,A013618
DB01628,D065607
DB01628,A013619
DB01628,D004791
DB01628,A013620
DB01628,A013621
DB01628,D018373
DB01628,D011725
DB01628,A013622
DB01628,D018689
DB01628,D013450
DB01628,D013457
DB01629,D005472
DB01629,D009706
DB01629,D009705
DB01629,D011741
DB01629,D011743
DB01629,D012263
DB01629,A013623
DB01630,D000577
DB01630,D000588
DB01630,D006880
DB01630,D006898
DB01630,D013450
DB01630,D013457
DB01632,D002241
DB01632,D010428
DB01632,D013403
DB01638,D000438
DB01638,A013624
DB01638,A013625
DB01638,A013626
DB01638,D002241
DB01638,D020313
DB01638,A013627
DB01638,D000066888
DB01638,A013628
DB01638,A013629
DB01638,A013630
DB01638,D005421
DB01638,D005502
DB01638,D005503
DB01638,D000074385
DB01638,D005765
DB01638,D007202
DB01638,A013631
DB01638,D019995
DB01638,D054368
DB01638,A013632
DB01638,D010829
DB01638,D013402
DB01638,D013549
DB01638,A013633
DB01642,D002241
DB01642,D005960
DB01642,D006027
DB01642,D008759
DB01643,D003854
DB01643,D009706
DB01643,D009711
DB01643,D011742
DB01643,D011743
DB01643,D013942
DB01645,D016588
DB01645,D000970
DB01645,A013634
DB01645,D001578
DB01645,D002867
DB01645,D020313
DB01645,D065609
DB01645,A013635
DB01645,A013636
DB01645,D065687
DB01645,A013637
DB01645,D065688
DB01645,A013638
DB01645,D065701
DB01645,A013639
DB01645,D065693
DB01645,D065607
DB01645,A013640
DB01645,D004791
DB01645,D004968
DB01645,D005419
DB01645,D000072471
DB01645,D006728
DB01645,D006730
DB01645,D007529
DB01645,A013641
DB01645,A013642
DB01645,A013643
DB01645,D048789
DB01645,D020011
DB01645,D047428
DB01645,D011714
DB01645,A013644
DB01646,D000596
DB01646,D021542
DB01646,D000602
DB01646,D000603
DB01646,D013457
DB01650,A013645
DB01652,D000227
DB01652,D003067
DB01652,D045762
DB01652,D000072471
DB01652,D009706
DB01652,D009711
DB01652,D011685
DB01652,D011687
DB01652,D012265
DB01652,D003065
DB01656,D000146
DB01656,A013646
DB01656,D000577
DB01656,D000588
DB01656,D001555
DB01656,D001565
DB01656,D003516
DB01656,A013647
DB01656,A013648
DB01656,A013649
DB01656,A013650
DB01656,A013651
DB01656,A013652
DB01656,A013653
DB01656,D058988
DB01656,D010726
DB01656,D011725
DB01661,D000227
DB01661,D000072471
DB01661,D009706
DB01661,D009711
DB01661,D011685
DB01661,D011687
DB01661,D012265
DB01667,D000963
DB01667,D000970
DB01667,D001372
DB01667,A013654
DB01667,A013655
DB01667,D000072471
DB01667,D009676
DB01667,D011687
DB01667,D011688
DB01667,D004786
DB01667,D013806
DB01668,D009281
DB01668,D011809
DB01669,D000602
DB01669,D000900
DB01669,D000890
DB01669,D010455
DB01669,D010456
DB01669,D025362
DB01669,D025361
DB01670,D000144
DB01670,D005227
DB01670,D005232
DB01670,D008055
DB01671,D000146
DB01671,D001555
DB01671,D001565
DB01671,D004791
DB01671,D006880
DB01671,D062385
DB01671,D008626
DB01671,D009941
DB01671,D009942
DB01671,D010636
DB01671,D010663
DB01671,D011480
DB01675,D000227
DB01675,D003067
DB01675,D045762
DB01675,D000072471
DB01675,D009706
DB01675,D009711
DB01675,D011685
DB01675,D011687
DB01675,D012265
DB01676,D001555
DB01676,D020313
DB01676,D053834
DB01677,D000144
DB01677,A013656
DB01677,A013657
DB01677,D003879
DB01677,D003998
DB01681,D000146
DB01681,D001555
DB01683,D000602
DB01683,A013658
DB01683,D004791
DB01683,D010455
DB01683,D011480
DB01683,D015842
DB01685,A013659
DB01685,D065689
DB01685,A013660
DB01685,D065687
DB01685,A013661
DB01685,D065688
DB01685,A013662
DB01685,D065692
DB01685,A013663
DB01685,D065607
DB01685,A013664
DB01685,D004791
DB01685,A013665
DB01685,A013666
DB01685,A013667
DB01686,D000596
DB01686,D024361
DB01686,D000599
DB01686,D000602
DB01686,D004791
DB01686,A013668
DB01688,D001555
DB01688,D010636
DB01692,D000438
DB01692,D002241
DB01692,D020313
DB01692,D007202
DB01692,D019995
DB01692,D013402
DB01692,D013439
DB01692,D013457
DB01692,D013865
DB01698,D001578
DB01698,A013669
DB01698,D002867
DB01698,D065701
DB01698,D065692
DB01698,A013670
DB01698,D065693
DB01698,D065607
DB01698,D005419
DB01698,D044948
DB01698,D000072471
DB01698,D011714
DB01698,A013671
DB01700,D007004
DB01700,D007093
DB01700,D009706
DB01700,D009711
DB01708,D015068
DB01708,D000276
DB01708,D000305
DB01708,A013672
DB01708,A013673
DB01708,D045165
DB01708,A013674
DB01708,A013675
DB01708,D000731
DB01708,D000736
DB01708,D000737
DB01708,A013676
DB01708,D065692
DB01708,A013677
DB01708,A013678
DB01708,A013679
DB01708,A013680
DB01708,A013681
DB01708,D065607
DB01708,A013682
DB01708,D000072473
DB01708,A013683
DB01708,D042341
DB01708,D012739
DB01708,D006728
DB01708,D006730
DB01708,D007155
DB01708,D007664
DB01708,A013684
DB01708,A013685
DB01708,A013686
DB01708,A013687
DB01708,D013256
DB01711,D000438
DB01711,D001555
DB01711,D001593
DB01711,D006845
DB01711,D006846
DB01714,D000596
DB01714,D024361
DB01714,D000599
DB01714,D000602
DB01718,D000588
DB01718,D000890
DB01718,D000891
DB01718,A013688
DB01718,D002593
DB01718,D020313
DB01718,D003879
DB01718,A013689
DB01718,A013690
DB01718,D009861
DB01718,D000644
DB01718,A013691
DB01718,D050337
DB01726,D000588
DB01726,D000814
DB01726,D001555
DB01726,D010636
DB01727,D000144
DB01727,D002951
DB01727,D014233
DB01728,D010975
DB01728,D005994
DB01728,D020404
DB01728,D006401
DB01728,D008055
DB01728,D008563
DB01728,D010712
DB01728,D010743
DB01729,D000438
DB01729,D002241
DB01729,D013402
DB01729,D013403
DB01738,D000438
DB01738,D000588
DB01738,D000605
DB01739,D000596
DB01739,D000597
DB01739,D000602
DB01740,D018036
DB01744,D000890
DB01744,D000891
DB01744,A013692
DB01744,A013693
DB01744,D000081008
DB01744,D001688
DB01744,D001892
DB01744,D001952
DB01744,A013694
DB01744,D045424
DB01744,D007659
DB01744,D039821
DB01744,D009636
DB01744,D004364
DB01744,D010936
DB01744,D028321
DB01744,D013729
DB01747,D000588
DB01747,D006880
DB01747,D006898
DB01747,D017262
DB01749,D004987
DB01750,D009281
DB01751,D000596
DB01751,D024322
DB01751,D000598
DB01751,D000602
DB01751,D006728
DB01751,D006730
DB01751,D013972
DB01752,D000596
DB01752,D000602
DB01752,D000603
DB01752,D000072471
DB01752,D009706
DB01752,D009705
DB01752,D011684
DB01752,D011687
DB01752,D012263
DB01752,D013457
DB01759,D000975
DB01759,D001685
DB01759,D020313
DB01759,D009183
DB01759,D020011
DB01759,D011714
DB01762,D007651
DB01762,D007657
DB01762,D007659
DB01764,D000602
DB01764,D000900
DB01764,D000890
DB01764,D065692
DB01764,A013695
DB01764,D065607
DB01764,D010455
DB01764,D010456
DB01764,A013696
DB01764,D025361
DB01775,D002241
DB01775,D007661
DB01775,D009005
DB01775,D014306
DB01776,D001555
DB01776,D010636
DB01779,D000438
DB01779,D002241
DB01779,D008055
DB01779,D008563
DB01779,D010743
DB01779,D013402
DB01779,D013403
DB01779,D000073999
DB01780,D002241
DB01780,D009183
DB01783,D000409
DB01783,A013697
DB01783,D000596
DB01783,D000602
DB01783,D001779
DB01783,A013698
DB01783,D003879
DB01783,D007094
DB01783,D018977
DB01783,A013699
DB01783,D014803
DB01783,D014815
DB01785,D013729
DB01790,D000227
DB01790,D004791
DB01790,D000072471
DB01790,D009706
DB01790,D009711
DB01790,D009712
DB01790,D047428
DB01790,D011685
DB01790,D011687
DB01790,D012265
DB01790,D013237
DB01790,D013457
DB01791,D000146
DB01791,D000577
DB01791,D001555
DB01791,D001565
DB01791,D004791
DB01791,D058988
DB01791,D010726
DB01792,D009706
DB01792,D009711
DB01792,D009841
DB01792,D011119
DB01795,D000143
DB01795,D000148
DB01795,D001896
DB01796,D011725
DB01796,D011805
DB01800,D001555
DB01800,D010636
DB01812,D000227
DB01812,D000072471
DB01812,D007536
DB01812,D009706
DB01812,D009711
DB01812,D011685
DB01812,D011687
DB01812,D012265
DB01816,D000700
DB01816,D018712
DB01816,D000893
DB01816,A013700
DB01816,D004791
DB01816,A013701
DB01816,D065089
DB01816,D000072471
DB01816,D007155
DB01816,D007166
DB01816,D018373
DB01816,D018689
DB01819,D006880
DB01828,D000588
DB01829,D000227
DB01829,D003067
DB01829,D045762
DB01829,D000072471
DB01829,D009706
DB01829,D009711
DB01829,D011685
DB01829,D011687
DB01829,D012265
DB01833,D000596
DB01833,D000602
DB01839,D000438
DB01839,D020313
DB01839,D016503
DB01839,D006018
DB01839,A013702
DB01839,D010592
DB01839,D004364
DB01839,D014677
DB01839,D011409
DB01839,D012997
DB01840,D000438
DB01840,D002241
DB01840,A013703
DB01840,D013402
DB01844,D000144
DB01844,D000577
DB01844,A013704
DB01844,A013705
DB01844,D005559
DB01844,D005561
DB01849,D011743
DB01849,D011744
DB01853,D000602
DB01853,D001429
DB01853,D000072471
DB01853,D020283
DB01853,D011506
DB01856,D000144
DB01856,D003998
DB01860,D000227
DB01860,D003854
DB01860,D000072471
DB01860,D009706
DB01860,D009711
DB01860,D011685
DB01860,D011687
DB01861,D002241
DB01861,D006027
DB01861,D009706
DB01861,D009702
DB01861,D009711
DB01861,D011742
DB01861,D011743
DB01861,D012265
DB01861,D014500
DB01861,D014530
DB01861,D014539
DB01862,D002241
DB01862,D005697
DB01862,D006027
DB01862,D013457
DB01862,D013862
DB01862,D013865
DB01863,D000438
DB01863,D002241
DB01863,D013402
DB01863,D013403
DB01864,D006150
DB01864,D006160
DB01864,D009706
DB01864,D009711
DB01864,D011685
DB01864,D012265
DB01864,D013457
DB01864,D013873
DB01873,D000900
DB01873,D050256
DB01873,D000970
DB01873,D065692
DB01873,A013706
DB01873,D065607
DB01873,D007783
DB01873,D018942
DB01873,D050258
DB01873,D061065
DB01873,D050257
DB01874,D000470
DB01874,D001372
DB01874,D053961
DB01875,D000470
DB01875,D000072471
DB01875,D011687
DB01875,D011688
DB01878,D001555
DB01878,D003879
DB01878,D007659
DB01878,D017319
DB01878,D011838
DB01880,D000146
DB01880,D000975
DB01880,D001685
DB01880,D002934
DB01880,D020313
DB01880,D020011
DB01892,D001555
DB01892,A013707
DB01892,D010636
DB01901,D000897
DB01901,D002241
DB01901,D004187
DB01901,D005765
DB01901,D009844
DB01901,D011134
DB01902,D007094
DB01902,D011759
DB01902,D011760
DB01906,D000146
DB01906,D001555
DB01910,D000890
DB01910,D000935
DB01910,D000977
DB01910,D000981
DB01910,D000072471
DB01910,D009706
DB01910,D009705
DB01910,D011684
DB01910,D011687
DB01910,D012263
DB01911,D001685
DB01911,D000072471
DB01911,D010860
DB01911,D011166
DB01914,D002241
DB01914,D020313
DB01914,D000066888
DB01914,D005421
DB01914,D005502
DB01914,D005503
DB01914,D000074385
DB01914,D005947
DB01914,D006601
DB01914,D009005
DB01914,D010592
DB01914,D004364
DB01914,D010829
DB01914,D013549
DB01917,D000588
DB01917,D001679
DB01917,D015317
DB01917,D003959
DB01917,D011073
DB01924,D000588
DB01924,D001565
DB01924,D006880
DB01924,D006898
DB01927,D011809
DB01931,D018683
DB01931,D018691
DB01931,D000072471
DB01931,D006912
DB01931,D018377
DB01931,D011804
DB01931,D014977
DB01933,D000470
DB01933,D000970
DB01933,D002227
DB01933,D004791
DB01933,D000072471
DB01933,D026121
DB01933,D007211
DB01933,D054836
DB01933,D007212
DB01933,A013708
DB01933,D047428
DB01934,D000602
DB01934,D010455
DB01937,D006150
DB01937,D000072471
DB01937,D007536
DB01937,D009706
DB01937,D009711
DB01937,D011685
DB01937,D011687
DB01937,D012265
DB01941,D008024
DB01941,D009281
DB01941,D011725
DB01942,D000144
DB01942,D001779
