drug,category
DB11132,D003102
DB11132,D045424
DB11132,D020313
DB11132,D058427
DB11132,D008903
DB11132,D010087
DB11132,D017601
DB11132,D004364
DB11132,D017655
DB11133,D004041
DB11133,D004042
DB11133,D005223
DB11133,D005227
DB11133,D015525
DB11133,D005231
DB11133,D005395
DB11133,D008055
DB11133,D008563
DB11133,D009821
DB11133,D010743
DB11134,D000066888
DB11134,D004602
DB11134,D005502
DB11134,D008670
DB11134,D019216
DB11134,D018977
DB11134,D010829
DB11134,D014131
DB11134,D028561
DB11135,A022242
DB11135,D000975
DB11135,D001685
DB11135,D018011
DB11135,D020313
DB11135,D000066888
DB11135,A022243
DB11135,D004602
DB11135,D005502
DB11135,D018977
DB11135,A022244
DB11135,D008903
DB11135,D010829
DB11135,A022245
DB11135,D020011
DB11135,D018036
DB11135,D014131
DB11136,D007111
DB11136,D000066888
DB11136,A022246
DB11136,D004602
DB11136,D005502
DB11136,A022247
DB11136,D008670
DB11136,D019216
DB11136,D018977
DB11136,D008903
DB11136,D010829
DB11136,A022248
DB11136,D014131
DB11136,D028561
DB11137,D000066888
DB11137,D004602
DB11137,D005502
DB11137,D008670
DB11137,D019216
DB11137,D018977
DB11137,D010829
DB11137,D014131
DB11137,D028561
DB11140,D002859
DB11140,D004602
DB11140,D007554
DB11140,D008670
DB11140,D019216
DB11140,D011868
DB11140,D028561
DB11141,D000144
DB11141,D002241
DB11141,D006880
DB11141,D013400
DB11142,D000596
DB11142,D000602
DB11142,D016566
DB11142,D018036
DB11143,D001555
DB11143,A022249
DB11143,D010636
DB11143,A022250
DB11145,A022251
DB11145,D000891
DB11145,A022252
DB11145,A022253
DB11145,D003879
DB11145,A022254
DB11145,A022255
DB11145,A022256
DB11145,D000072471
DB11145,D006912
DB11145,A022257
DB11145,D011804
DB11145,A022258
DB11145,A022259
DB11148,D000146
DB11148,D062365
DB11148,D000777
DB11148,D000779
DB11148,D001555
DB11148,D001565
DB11148,D002491
DB11148,D002492
DB11148,A022260
DB11148,A022261
DB11148,D062366
DB11148,D018373
DB11148,D018689
DB11150,D017609
DB11150,A022262
DB11150,D020313
DB11150,D003287
DB11150,D064907
DB11150,A022263
DB11150,D013431
DB11150,D013456
DB11150,D013457
DB11150,D013464
DB11150,A022264
DB11150,A022265
DB11151,D000468
DB11151,D000838
DB11151,D002424
DB11151,D020313
DB11151,D004573
DB11151,D006878
DB11151,D007477
DB11151,D009676
DB11151,D017670
DB11151,D004786
DB11152,D000085
DB11152,D000144
DB11152,D002424
DB11152,D062845
DB11152,D020313
DB11152,D006843
DB11152,D006846
DB11152,D009676
DB11152,D004786
DB11152,D014238
DB11153,D000468
DB11153,D000838
DB11153,D020313
DB11153,D004573
DB11153,D007202
DB11153,D007477
DB11153,D019995
DB11153,A022266
DB11154,D002412
DB11154,A022267
DB11154,D017967
DB11155,D000577
DB11155,D000588
DB11155,D000813
DB11155,D000814
DB11155,D000890
DB11155,D000891
DB11155,D001555
DB11155,D004785
DB11155,A022268
DB11155,D010671
DB11155,D004786
DB11155,D014873
DB11155,D014874
DB11156,D000871
DB11156,D000890
DB11156,D000969
DB11156,D000977
DB11156,A022269
DB11156,D002492
DB11156,A022270
DB11156,D009465
DB11156,D009466
DB11156,D009467
DB11156,D018373
DB11156,D011743
DB11156,D013457
DB11156,A022271
DB11156,D013876
DB11157,D000873
DB11157,A022272
DB11157,A022273
DB11157,A022274
DB11157,D003879
DB11158,A022275
DB11158,A022276
DB11158,D001688
DB11158,D001704
DB11158,D002241
DB11158,D045424
DB11158,D020313
DB11158,D000066888
DB11158,D005502
DB11158,D005503
DB11158,D000074385
DB11158,A022277
DB11158,D046911
DB11158,D010829
DB11158,D010936
DB11158,D028321
DB11158,D011108
DB11158,D011134
DB11159,D000838
DB11159,D004573
DB11159,D006862
DB11159,D007477
DB11159,D013457
DB11160,D001555
DB11161,D000438
DB11161,D020313
DB11161,D005026
DB11161,D006018
DB11161,D046911
DB11161,D011108
DB11164,A022278
DB11164,A022279
DB11164,A022280
DB11165,D001688
DB11165,D001704
DB11165,D007111
DB11165,D045424
DB11165,D020313
DB11165,A022281
DB11165,D046911
DB11165,D053147
DB11165,D011108
DB11165,A022282
DB11165,D013638
DB11166,D000925
DB11166,A022283
DB11166,D065427
DB11166,A022284
DB11166,A022285
DB11168,D000144
DB11168,D005227
DB11168,D005232
DB11168,D008055
DB11171,D006397
DB11171,D058085
DB11172,D001688
DB11172,D045424
DB11172,D000066888
DB11172,D004041
DB11172,D004042
DB11172,D005223
DB11172,D005224
DB11172,D005502
DB11172,D008055
DB11172,D009821
DB11172,D010829
DB11172,D010938
DB11172,D028321
DB11175,D020313
DB11175,D007502
DB11175,D002412
DB11175,A022286
DB11175,D011725
DB11175,D064449
DB11175,D017967
DB11176,D000475
DB11176,D001685
DB11176,D002338
DB11176,D003510
DB11176,D053138
DB11176,D003516
DB11176,D006839
DB11176,D010860
DB11176,D011090
DB11176,D013729
DB11176,D024341
DB11178,D000438
DB11178,D020313
DB11178,D005026
DB11178,D005079
DB11178,D006018
DB11178,D046911
DB11178,D010592
DB11178,D004364
DB11178,D014677
DB11178,D011092
DB11178,D011108
DB11178,D013501
DB11179,D007659
DB11180,A022287
DB11181,D000470
DB11181,D018680
DB11181,D001337
DB11181,D001372
DB11181,D053961
DB11181,D018727
DB11181,A022288
DB11181,A022289
DB11181,D010276
DB11181,D018373
DB11181,A022290
DB11182,D004396
DB11182,A022291
DB11182,D020313
DB11182,A022292
DB11182,D005452
DB11182,D005456
DB11182,D000072471
DB11182,D007202
DB11182,D019995
DB11182,D049408
DB11182,A022293
DB11182,A022294
DB11182,A022295
DB11182,D013141
DB11182,D014966
DB11183,D000588
DB11183,D001190
DB11183,D017739
DB11183,D009861
DB11183,D000644
DB11183,D013451
DB11183,D013456
DB11183,D013457
DB11185,D001555
DB11185,A022296
DB11185,D007659
DB11185,D013473
DB11186,D000996
DB11186,D002491
DB11186,A022297
DB11186,D003516
DB11186,D019141
DB11189,A022298
DB11189,D054368
DB11190,A022299
DB11190,D013438
DB11190,D013457
DB11190,D014803
DB11190,D014815
DB11191,A022300
DB11191,A022301
DB11191,D003067
DB11191,D045728
DB11191,D045762
DB11191,D000072471
DB11191,D014803
DB11191,A022302
DB11191,D014815
DB11192,D000144
DB11192,D005227
DB11192,D005232
DB11192,D008055
DB11193,D003546
DB11193,D057056
DB11193,D010450
DB11193,D004798
DB11193,D045762
DB11193,D005765
DB11193,D006867
DB11193,A022303
DB11193,D010447
DB11195,D000438
DB11195,D002241
DB11195,D020313
DB11195,D000066888
DB11195,D005421
DB11195,D005502
DB11195,D005503
DB11195,D000074385
DB11195,D010829
DB11195,D013402
DB11195,D013549
DB11198,A022304
DB11198,D019684
DB11198,D000932
DB11198,D000934
DB11198,D001337
DB11198,D001688
DB11198,D002491
DB11198,D045424
DB11198,D065609
DB11198,A022305
DB11198,D065692
DB11198,A022306
DB11198,D065607
DB11198,A022307
DB11198,D019669
DB11198,D056890
DB11198,D005765
DB11198,A022308
DB11198,D019686
DB11198,D000068378
DB11198,D008055
DB11198,D027541
DB11198,A022309
DB11198,A022310
DB11198,D009821
DB11198,D009822
DB11198,D010276
DB11198,D018373
DB11198,D010938
DB11198,D028321
DB11198,D057949
DB11198,D064028
DB11198,D057948
DB11199,A022311
DB11199,A022312
DB11199,A022313
DB11201,D000893
DB11201,D000894
DB11203,D000066888
DB11203,D004602
DB11203,D005502
DB11203,D058955
DB11203,D018977
DB11203,D010829
DB11203,D014131
DB11204,D000409
DB11204,D000596
DB11204,D000602
DB11204,D007094
DB11204,D014803
DB11204,D014815
DB11206,D001555
DB11206,D013473
DB11207,D000146
DB11207,D013473
DB11209,D000144
DB11209,D000602
DB11209,A022314
DB11209,A022315
DB11209,D003998
DB11209,D006397
DB11209,D006401
DB11209,A022316
DB11209,A022317
DB11209,D011506
DB11210,D000596
DB11210,D000602
DB11210,D058085
DB11211,D000838
DB11211,D000890
DB11211,D004573
DB11211,D006862
DB11211,D007477
DB11211,D013457
DB11217,D002241
DB11217,D005960
DB11217,D006027
DB11218,D000890
DB11218,D000891
DB11218,D001688
DB11218,D045424
DB11218,D008055
DB11218,A022318
DB11218,D009821
DB11218,D009822
DB11218,D010938
DB11218,D028321
DB11219,D000081008
DB11219,D001892
DB11219,D001952
DB11219,D007659
DB11219,D039821
DB11219,D009636
DB11219,D013473
DB11219,D013729
DB11220,D000438
DB11220,D008055
DB11221,D001555
DB11221,D007659
DB11221,D013473
DB11222,D019684
DB11222,D000891
DB11222,D001688
DB11222,D045424
DB11222,D019669
DB11222,D020448
DB11222,D056890
DB11222,A022319
DB11222,D004364
DB11222,D028321
DB11222,D057949
DB11222,D029644
DB11222,D064028
DB11222,D057948
DB11223,D001688
DB11223,D001704
DB11223,D045424
DB11223,D020313
DB11223,D046911
DB11223,D053147
DB11223,D011108
DB11223,D012116
DB11223,A022320
DB11225,A022321
DB11228,A022322
DB11228,A022323
DB11228,D002241
DB11228,D002482
DB11228,D020313
DB11228,A022324
DB11228,A022325
DB11228,D005936
DB11228,D054368
DB11228,D011134
DB11229,D000146
DB11229,D062365
DB11229,D001555
DB11229,D001565
DB11230,A022326
DB11230,D008903
DB11230,D010592
DB11230,D017655
DB11231,D000475
DB11231,D000893
DB11231,D016588
DB11231,D000975
DB11231,D001685
DB11231,D002338
DB11231,D020313
DB11231,D003510
DB11231,D053138
DB11231,D003516
DB11231,D006839
DB11231,D010860
DB11231,D011090
DB11231,D020011
DB11231,D011837
DB11231,D013729
DB11232,D001704
DB11232,D002241
DB11232,D046911
DB11232,D011108
DB11232,D011134
DB11234,D000924
DB11234,D001672
DB11234,D001704
DB11234,D002241
DB11234,D002614
DB11234,D002686
DB11234,D048271
DB11234,D003029
DB11234,D020313
DB11234,D006401
DB11234,D006490
DB11234,D000960
DB11234,D057847
DB11234,D046911
DB11234,D011108
DB11234,D011134
DB11234,D064449
DB11235,A022327
DB11235,A022328
DB11235,D018680
DB11235,A022329
DB11235,A022330
DB11235,A022331
DB11235,D003879
DB11235,D018494
DB11235,D006633
DB11235,D006634
DB11235,D018727
DB11235,A022332
DB11235,D018377
DB11235,A022333
DB11237,A022334
DB11237,D003879
DB11237,D010450
DB11237,D004798
DB11237,D045762
DB11237,D006867
DB11237,A022335
DB11237,D010447
DB11237,A022336
DB11237,D012697
DB11237,D057057
DB11238,A022337
DB11238,D018501
DB11238,D001688
DB11238,D045424
DB11238,D004042
DB11238,D005227
DB11238,D005228
DB11238,D043371
DB11238,D005231
DB11238,D008042
DB11238,D008055
DB11238,D009821
DB11238,D010938
DB11238,D028321
DB11239,D000276
DB11239,D017607
DB11239,D007155
DB11239,D002412
DB11239,A022338
DB11239,D013431
DB11239,D013456
DB11239,D013457
DB11239,D013464
DB11242,D000602
DB11242,A022339
DB11242,A022340
DB11242,A022341
DB11242,A022342
DB11242,D011506
DB11242,D012596
DB11244,D046911
DB11244,D017646
DB11244,D011108
DB11244,D017655
DB11246,D000144
DB11246,D002241
DB11246,D006880
DB11246,D013400
DB11248,D000144
DB11248,A022343
DB11248,A022344
DB11248,D002241
DB11248,D006880
DB11248,D002412
DB11248,A022345
DB11248,A022346
DB11248,D013400
DB11248,A022347
DB11248,D017967
DB11250,D008055
DB11251,A022348
DB11251,D000975
DB11251,D001578
DB11251,D001685
DB11251,D020313
DB11251,A022349
DB11251,A022350
DB11251,A022351
DB11251,D000066888
DB11251,A022352
DB11251,D005502
DB11251,D000072471
DB11251,D018977
DB11251,D010829
DB11251,D020011
DB11251,D011714
DB11251,D014810
DB11251,D014815
DB11251,A022353
DB11252,D000438
DB11252,D020313
DB11252,D005026
DB11252,D005079
DB11252,D006018
DB11252,D046911
DB11252,D010592
DB11252,D004364
DB11252,D014677
DB11252,D011092
DB11252,D011108
DB11252,D013501
DB11253,D000941
DB11253,D000942
DB11253,D001685
DB11253,D002241
DB11253,D020313
DB11253,D000066888
DB11253,D004337
DB11253,D005502
DB11253,D005503
DB11253,D000074385
DB11253,D010829
DB11253,D011134
DB11254,D000871
DB11254,D000890
DB11254,D000891
DB11254,D000977
DB11254,D001555
DB11254,A022354
DB11254,D010636
DB11254,D012118
DB11254,A022355
DB11255,D020313
DB11255,D007502
DB11255,D011725
DB11255,D064449
DB11255,A022356
DB11256,D000596
DB11256,D024342
DB11256,D000600
DB11256,D000602
DB11256,D003067
DB11256,D045762
DB11256,A022357
DB11256,D000072471
DB11256,D011621
DB11256,D011622
DB11256,D014803
DB11256,D014815
DB11259,D001578
DB11259,D002867
DB11259,D000072471
DB11259,D011714
DB11262,D013473
DB11263,D001555
DB11263,D001597
DB11263,D002241
DB11263,D004365
DB11263,D006027
DB11263,D010936
DB11264,D000438
DB11264,D002241
DB11264,D005994
DB11264,D008055
DB11264,D008563
DB11264,D010743
DB11264,D013402
DB11264,D013403
DB11264,D000073999
DB11267,D009281
DB11267,D011809
DB11267,D017655
DB11268,D000447
DB11268,D000925
DB11268,D001555
DB11268,D006401
DB11268,D010636
DB11269,D000588
DB11269,D000814
DB11269,D001555
DB11269,D007659
DB11269,D010636
DB11269,D013473
DB11271,D013473
DB11272,A022358
DB11273,A022359
DB11273,D000470
DB11273,A022360
DB11273,A022361
DB11273,A022362
DB11273,A022363
DB11273,D015259
DB11273,D018491
DB11273,D004876
DB11273,A022364
DB11273,D004879
DB11273,D000072471
DB11273,D018377
DB11274,A022365
DB11274,A022366
DB11274,A022367
DB11275,D000470
DB11275,D018491
DB11276,A022368
DB11278,D000322
DB11278,D058647
DB11278,D000316
DB11278,A022369
DB11278,A022370
DB11278,D000438
DB11278,D000588
DB11278,D000605
DB11278,A022371
DB11278,D005021
DB11278,D010627
DB11278,D011412
DB11278,D020005
DB11279,D000588
DB11279,D064751
DB11279,D000890
DB11279,D000891
DB11279,D004396
DB11279,D020313
DB11279,D017672
DB11279,D009861
DB11281,D000468
DB11281,D000838
DB11281,A022372
DB11281,D017554
DB11281,D002255
DB11281,D004573
DB11281,D004602
DB11281,D004603
DB11281,D007477
DB11281,D007554
DB11281,D008670
DB11281,D019216
DB11281,A022373
DB11281,D011868
DB11282,D000146
DB11282,D016573
DB11282,D000577
DB11282,A022374
DB11282,D001549
DB11282,D001555
DB11282,D001565
DB11282,D020313
DB11282,A022375
DB11282,D007302
DB11282,A022376
DB11282,D010575
DB11282,D020011
DB11282,D004786
DB11283,D020313
DB11283,D005994
DB11283,D020404
DB11283,D007202
DB11283,D019995
DB11283,D008055
DB11283,D008563
DB11283,D010712
DB11283,D010713
DB11283,D010743
DB11284,D005994
DB11284,D020404
DB11284,D008055
DB11284,D008563
DB11284,D010712
DB11284,D010743
DB11285,D000146
DB11285,D002934
DB11286,D007111
DB11286,A022377
DB11286,A022378
DB11286,A022379
DB11288,D000081008
DB11288,D001952
DB11288,D039821
DB11288,D009636
DB11288,D010476
DB11288,D013729
DB11293,D001688
DB11293,D045424
DB11293,D008055
DB11293,D009821
DB11293,D010938
DB11293,D028321
DB11294,D007111
DB11294,A022380
DB11296,D000602
DB11296,D006133
DB11296,D010455
DB11298,D000602
DB11298,D011506
DB11298,D013879
DB11298,A022381
DB11300,D000602
DB11300,D001685
DB11300,A022382
DB11300,D001779
DB11300,D001798
DB11300,D003029
DB11300,D010450
DB11300,D004792
DB11300,D004798
DB11300,D045762
DB11300,D006401
DB11300,D006490
DB11300,D006867
DB11300,A022383
DB11300,A022384
DB11300,D010447
DB11300,D011498
DB11300,D011506
DB11300,A022385
DB11300,D012697
DB11300,D057057
DB11301,D001688
DB11301,D010938
DB11301,D028321
DB11304,D000438
DB11304,D000777
DB11304,D000890
DB11304,D000891
DB11304,D002491
DB11304,D002492
DB11304,A022386
DB11304,D006018
DB11306,D017607
DB11306,D000538
DB11306,D000931
DB11306,D020313
DB11306,D002412
DB11306,A022387
DB11306,D008903
DB11306,D010087
DB11306,D017601
DB11306,D020011
DB11306,D017640
DB11306,D017655
DB11309,D000143
DB11309,D000148
DB11309,D013456
DB11309,D013457
DB11311,D000602
DB11311,D001685
DB11311,D001779
DB11311,D001798
DB11311,D004792
DB11311,D045762
DB11311,A022388
DB11311,D011498
DB11311,D011506
DB11311,A022389
DB11312,D000602
DB11312,D000925
DB11312,D001685
DB11312,A022390
DB11312,D019774
DB11312,D001798
DB11312,D002317
DB11312,A022391
DB11312,D004792
DB11312,D004798
DB11312,D045762
DB11312,D050299
DB11312,D005343
DB11312,D006001
DB11312,D006023
DB11312,D006401
DB11312,D011498
DB11312,D011506
DB11313,D020313
DB11313,D046911
DB11313,D017646
DB11313,D011108
DB11313,D017655
DB11315,A022392
DB11315,A022393
DB11315,D000470
DB11315,D018680
DB11315,D001337
DB11315,D001372
DB11315,D053961
DB11315,A022394
DB11315,A022395
DB11315,A022396
DB11315,D018727
DB11315,A022397
DB11315,A022398
DB11315,D010276
DB11315,D018373
DB11315,D012602
DB11315,A022399
DB11315,A022400
DB11315,D014326
DB11321,D000066888
DB11321,D004041
DB11321,D004042
DB11321,D005223
DB11321,D005224
DB11321,D005395
DB11321,D005502
DB11321,D008055
DB11321,D018977
DB11321,D009821
DB11321,D010829
DB11323,D000146
DB11323,D000893
DB11323,D000894
DB11323,D001555
DB11323,D001565
DB11323,D006880
DB11323,D062385
DB11323,D010636
DB11324,D000146
DB11324,D000470
DB11324,D000475
DB11324,D000480
DB11324,D000577
DB11324,D001555
DB11324,D001565
DB11324,D002396
DB11324,D005227
DB11324,D005229
DB11324,D005231
DB11324,D006839
DB11324,D006880
DB11324,D062425
DB11324,D062385
DB11324,D008055
DB11324,A022401
DB11324,D018373
DB11324,D010636
DB11324,D010647
DB11324,D053284
DB11324,D018689
DB11324,D012991
DB11325,D001685
DB11325,D002776
DB11325,D000072473
DB11325,D008055
DB11325,D008563
DB11325,D064209
DB11325,D013256
DB11325,D013261
DB11326,D000143
DB11326,D000148
DB11326,D016573
DB11326,D000838
DB11326,D000890
DB11326,D001888
DB11326,D001896
DB11326,D020313
DB11326,D004573
DB11326,D007306
DB11326,D007477
DB11326,A022402
DB11326,D010575
DB11326,A022403
DB11326,D004786
DB11328,A022404
DB11330,D000602
DB11330,D001685
DB11330,D001779
DB11330,D001798
DB11330,D004792
DB11330,D045762
DB11330,D005164
DB11330,D011498
DB11330,D011506
DB11332,D000602
DB11332,D011663
DB11333,D000438
DB11333,D020313
DB11333,D005026
DB11333,D005079
DB11333,D006018
DB11333,D046911
DB11333,D010592
DB11333,D004364
DB11333,D014677
DB11333,D011092
DB11333,D011108
DB11333,D013501
DB11335,D000144
DB11335,D002241
DB11335,D006880
DB11335,D013400
DB11336,D003583
DB11336,D006133
DB11336,D000072471
DB11336,D010937
DB11336,D011687
DB11337,D003583
DB11337,D006133
DB11337,D000072471
DB11337,D010937
DB11337,D011687
DB11338,D001688
DB11338,D045424
DB11338,A022405
DB11338,D009821
DB11338,D010938
DB11338,D028321
DB11340,D016227
DB11340,D003067
DB11340,D045762
DB11340,D011809
DB11341,D000588
DB11341,D064751
DB11341,D003879
DB11341,D017672
DB11341,D009861
DB11342,D017607
DB11342,A022406
DB11342,A022407
DB11342,A022408
DB11342,D003879
DB11342,D002412
DB11342,A022409
DB11342,D010087
DB11342,D017601
DB11343,D017655
DB11346,D004602
DB11346,D008670
DB11346,D008672
DB11346,D019216
DB11348,D000143
DB11348,D000148
DB11348,A022410
DB11348,D001672
DB11348,D017610
DB11348,D002118
DB11348,D002516
DB11348,D020313
DB11348,A022411
DB11348,D010710
DB11348,D010756
DB11348,D017976
DB11348,D017553
DB11350,D000588
DB11350,D020313
DB11350,D009861
DB11350,D000644
DB11350,D013501
DB11350,D050337
DB11352,D000144
DB11352,D002241
DB11352,D006880
DB11352,D013400
DB11352,D001205
DB11352,D014815
DB11357,D001688
DB11357,D045424
DB11357,D005223
DB11357,D005224
DB11357,D008055
DB11357,D009821
DB11357,D010938
DB11357,D028321
DB11358,A022412
DB11358,D019684
DB11358,D000893
DB11358,D018501
DB11358,D001688
DB11358,D045424
DB11358,D003879
DB11358,D004042
DB11358,A022413
DB11358,D019669
DB11358,D056890
DB11358,D005227
DB11358,D005228
DB11358,D043371
DB11358,D005231
DB11358,D000960
DB11358,D008042
DB11358,D057847
DB11358,D008055
DB11358,D031664
DB11358,D009821
DB11358,D029594
DB11358,D018373
DB11358,D010938
DB11358,D028321
DB11358,D018689
DB11358,D057949
DB11358,D064028
DB11358,D057948
DB11359,D001555
DB11359,D002396
DB11359,D004987
DB11359,D005100
DB11359,D008738
DB11359,D010636
DB11359,D010647
DB11362,D000085
DB11362,D000144
DB11362,D000577
DB11362,D000959
DB11362,A022414
DB11362,D002317
DB11362,A022415
DB11362,A022416
DB11362,A022417
DB11362,A022418
DB11362,D005227
DB11362,D005232
DB11362,D008055
DB11362,A022419
DB11362,A022420
DB11362,A022421
DB11362,A022422
DB11362,D011355
DB11362,A022423
DB11362,A022424
DB11362,A022425
DB11362,D014665
DB11363,A022426
DB11363,D000970
DB11363,A022427
DB11363,A022428
DB11363,A022429
DB11363,A022430
DB11363,A022431
DB11363,A022432
DB11363,D000072471
DB11363,D007211
DB11363,A022433
DB11363,A022434
DB11363,A022435
DB11363,A022436
DB11363,D047428
DB11363,A022437
DB11364,D000276
DB11364,D000596
DB11364,D024342
DB11364,D000598
DB11364,D000602
DB11364,A022438
DB11364,A022439
DB11364,D005971
DB11364,D007098
DB11364,D007155
DB11364,D011759
DB11364,D011760
DB11364,D013457
DB11364,D013844
DB11365,A022440
DB11365,D000873
DB11365,D000880
DB11365,D001688
DB11365,D002241
DB11365,D045424
DB11365,A022441
DB11365,A022442
DB11365,D005765
DB11365,D006027
DB11365,A022443
DB11365,D054368
DB11365,D004364
DB11365,D010936
DB11365,D028321
DB11365,D011809
DB11366,D000276
DB11366,D020533
DB11366,D043924
DB11366,D000970
DB11366,A022444
DB11366,D006131
DB11366,D006133
DB11366,D000072471
DB11366,D007155
DB11366,D011804
DB11367,D000577
DB11367,D000900
DB11367,A022445
DB11367,A022446
DB11367,D047090
DB11367,D002511
DB11367,A022447
DB11367,A022448
DB11367,D000072471
DB11367,D007769
DB11367,A022449
DB11367,D013457
DB11367,D013843
DB11368,A022450
DB11368,A022451
DB11368,D003879
DB11371,D000777
DB11371,D018681
DB11371,D002491
DB11371,D002492
DB11371,D000072473
DB11371,D009420
DB11371,D018377
DB11371,D011278
DB11371,D013256
DB11372,D000305
DB11372,D004962
DB11372,D004963
DB11372,D000072473
DB11372,D006728
DB11372,D006730
DB11372,D045167
DB11372,D011372
DB11372,D013256
DB11373,D018663
DB11373,D000322
DB11373,D058647
DB11373,D000316
DB11373,A022452
DB11373,A022453
DB11373,D016573
DB11373,D000588
DB11373,D000814
DB11373,D001555
DB11373,D020313
DB11373,D007302
DB11373,D007306
DB11373,D018377
DB11373,D010574
DB11373,D010575
DB11373,D020011
DB11373,D004786
DB11374,D000890
DB11374,D000977
DB11374,D000981
DB11374,D003049
DB11374,D010847
DB11374,D011725
DB11375,D000900
DB11375,D000890
DB11375,D002241
DB11375,D006133
DB11375,D011134
DB11376,D014150
DB11376,A022454
DB11376,D002090
DB11376,D002491
DB11376,D002492
DB11376,D015259
DB11376,D018492
DB11376,D065127
DB11376,D006993
DB11376,D007659
DB11376,A022455
DB11376,D018377
DB11376,D011619
DB11376,D014149
DB11377,D000900
DB11377,D000890
DB11377,D000941
DB11377,D000942
DB11377,D001685
DB11377,D002241
DB11377,D011134
DB11377,D011135
DB11378,D000072471
DB11378,D011804
DB11379,D009943
DB11380,D000871
DB11380,D000890
DB11380,D000969
DB11380,D000977
DB11380,D001562
DB11380,D000072471
DB11382,D001152
DB11383,D000900
DB11383,D065692
DB11383,A022456
DB11383,D065607
DB11383,D007783
DB11383,D018942
DB11383,D061065
DB11385,D000577
DB11385,D047090
DB11385,D000072471
DB11385,D007769
DB11385,D013457
DB11385,D013843
DB11386,D000438
DB11386,A022457
DB11386,A022458
DB11386,D000440
DB11386,D002728
DB11386,D020313
DB11386,D005233
DB11386,D008055
DB11386,D010592
DB11386,D004364
DB11386,D011310
DB11387,D000777
DB11387,D018681
DB11387,D020313
DB11387,D006843
DB11387,D006846
DB11387,D009420
DB11387,D012997
DB11387,D022882
DB11389,D000577
DB11389,D000588
DB11389,D000814
DB11389,D000871
DB11389,D000890
DB11389,D000977
DB11389,D000980
DB11389,D013449
DB11389,D013450
DB11389,D013457
DB11390,D016573
DB11390,D000871
DB11390,D000890
DB11390,D000969
DB11390,D000977
DB11390,D001578
DB11390,D018678
DB11390,D002800
DB11390,D020313
DB11390,D003374
DB11390,D004791
DB11390,D000072471
DB11390,D007306
DB11390,D018377
DB11390,D010755
DB11390,D009943
DB11390,D063086
DB11390,D009946
DB11390,D010575
DB11390,A022459
DB11390,D011714
DB11390,A022460
DB11390,D013457
DB11390,D004786
DB11390,D014468
DB11392,D016573
DB11392,D020313
DB11392,D007306
DB11392,D009943
DB11392,D010575
DB11392,D013457
DB11392,D004786
DB11393,D000890
DB11393,D000072471
DB11393,D011804
DB11393,D015363
DB11394,D000890
DB11394,D000977
DB11394,D000981
DB11394,D003049
DB11394,D000072471
DB11394,D006912
DB11394,D011804
DB11395,D000577
DB11395,D013450
DB11395,D013457
DB11396,D000871
DB11396,D000890
DB11396,D000923
DB11396,A022461
DB11396,D000977
DB11396,A022462
DB11396,D000980
DB11396,D000981
DB11396,D001555
DB11396,D002722
DB11396,D002733
DB11396,D010636
DB11397,D016573
DB11397,D000871
DB11397,D000890
DB11397,D000977
DB11397,D018678
DB11397,D002800
DB11397,D020313
DB11397,D004791
DB11397,D007306
DB11397,D018377
DB11397,D010755
DB11397,D009943
DB11397,D010575
DB11397,A022463
DB11397,A022464
DB11397,D004786
DB11398,D000890
DB11398,D000977
DB11398,D000981
DB11398,D003049
DB11399,D000144
DB11399,D000072471
DB11400,D016573
DB11400,D000871
DB11400,D014151
DB11400,D000900
DB11400,D000890
DB11400,D000927
DB11400,D000977
DB11400,D002491
DB11400,D002492
DB11400,D020313
DB11400,D065692
DB11400,A022465
DB11400,D065607
DB11400,D007306
DB11400,D007783
DB11400,D018942
DB11400,D010575
DB11400,D061065
DB11400,D004786
DB11400,D014149
DB11401,D000900
DB11401,D000890
DB11401,D011725
DB11403,D000602
DB11403,D000890
DB11403,D000977
DB11403,D010455
DB11403,D010456
DB11404,D000900
DB11404,D000890
DB11404,D065609
DB11404,A022466
DB11404,D065607
DB11404,D024841
DB11404,D000072471
DB11404,D011804
DB11404,D015363
DB11405,D016573
DB11405,D000871
DB11405,D000900
DB11405,D000890
DB11405,D000977
DB11405,D020313
DB11405,D065692
DB11405,A022467
DB11405,D065607
DB11405,D007306
DB11405,D007783
DB11405,D018942
DB11405,D010575
DB11405,D061065
DB11405,D004786
DB11408,D016573
DB11408,D020313
DB11408,D007306
DB11408,D010755
DB11408,D009943
DB11408,D009946
DB11408,D010575
DB11408,A022468
DB11408,A022469
DB11408,D013457
DB11408,D004786
DB11409,D000578
DB11409,D000871
DB11409,D000890
DB11409,D000977
DB11409,D000981
DB11410,D000144
DB11410,D000871
DB11410,D000890
DB11410,D000969
DB11410,D000977
DB11410,A022470
DB11410,A022471
DB11410,D001562
DB11410,D002219
DB11410,D000072471
DB11411,D000019
DB11411,D000020
DB11411,D012898
DB11411,D001685
DB11411,D015777
DB11411,D005227
DB11411,D005231
DB11411,D018836
DB11411,D008055
DB11411,D011453
DB11411,D011465
DB11411,D012102
DB11412,D016573
DB11412,D018678
DB11412,D002800
DB11412,D020313
DB11412,D004791
DB11412,D007306
DB11412,D018377
DB11412,D010755
DB11412,D009943
DB11412,D063086
DB11412,D009946
DB11412,D010575
DB11412,A022472
DB11412,A022473
DB11412,D013457
DB11412,D004786
DB11413,D000438
DB11413,D000900
DB11413,D000890
