drug,reference
DB01199,A12538
DB01199,A11866
DB01199,A12539
DB01199,A12540
DB01199,A19799
DB01200,A4777
DB01200,A9
DB01200,A2080
DB01200,A2082
DB01200,A6471
DB01200,A6472
DB01200,A6473
DB01200,A6474
DB01200,A15310
DB01200,A15309
DB01200,A33267
DB01200,A15311
DB01201,A1713
DB01201,A1715
DB01201,A6475
DB01201,A6188
DB01202,A12552
DB01202,A16562
DB01202,A12546
DB01202,A12547
DB01202,A12551
DB01202,L8600
DB01203,A9
DB01203,A6476
DB01203,A6477
DB01203,A4711
DB01203,A6478
DB01203,A6479
DB01203,A10755
DB01203,A11145
DB01203,A5050
DB01204,A16520
DB01204,A16521
DB01204,A9
DB01204,A6480
DB01204,A6481
DB01204,A6482
DB01204,A6483
DB01204,A6484
DB01204,A6485
DB01205,A17915
DB01205,A6486
DB01205,A6487
DB01205,A17916
DB01205,L203
DB01205,A1715
DB01206,A1713
DB01206,A1715
DB01206,A6666
DB01206,A6667
DB01206,A17216
DB01206,A17217
DB01207,A6488
DB01207,A6489
DB01207,A6490
DB01207,A6491
DB01207,A6492
DB01207,A1991
DB01207,A9
DB01207,A11146
DB01207,A11147
DB01207,A11148
DB01207,A11149
DB01207,A11150
DB01208,A1713
DB01208,A1715
DB01208,A4342
DB01208,A6493
DB01208,A4999
DB01208,A11151
DB01208,A10575
DB01208,A11152
DB01208,A9
DB01209,A5343
DB01209,A6494
DB01209,A6495
DB01209,A6496
DB01209,A6497
DB01209,A6498
DB01209,A1713
DB01209,A1715
DB01209,A10393
DB01209,A9
DB01210,A2113
DB01210,A6499
DB01210,A6500
DB01210,A6501
DB01210,A6502
DB01210,A2111
DB01210,A9
DB01210,A11153
DB01211,A6503
DB01211,A6504
DB01211,A2118
DB01211,A2124
DB01211,A6505
DB01211,A18337
DB01211,A18361
DB01212,A16576
DB01212,A16302
DB01212,A16239
DB01213,A6506
DB01213,A6507
DB01213,A6508
DB01213,A6509
DB01213,A6510
DB01213,A6511
DB01213,A11154
DB01213,A11155
DB01213,A11156
DB01213,A12553
DB01213,A12554
DB01213,A12555
DB01214,A1713
DB01214,A1715
DB01214,A6512
DB01214,A6513
DB01214,A6514
DB01214,A11157
DB01215,A198957
DB01215,A198975
DB01216,A15593
DB01216,A6357
DB01216,A15594
DB01216,A2130
DB01216,A2132
DB01216,A6360
DB01216,A15595
DB01216,A6515
DB01216,A6516
DB01216,A6517
DB01216,A15596
DB01217,A186865
DB01217,A186889
DB01217,A35188
DB01217,L8863
DB01217,L8869
DB01218,A1713
DB01218,A1715
DB01218,A11354
DB01218,A11355
DB01218,A11356
DB01218,A11357
DB01218,A11358
DB01218,A12556
DB01218,A12557
DB01218,A16573
DB01219,A6518
DB01219,A6519
DB01219,A6520
DB01219,A6521
DB01219,A6522
DB01219,A2144
DB01219,A6523
DB01219,A6524
DB01219,A9
DB01220,A1713
DB01220,A1715
DB01220,A6525
DB01220,A2163
DB01220,A2169
DB01220,A2174
DB01220,A2176
DB01220,A9
DB01220,A15584
DB01220,A15585
DB01221,A6182
DB01221,A2178
DB01221,A6526
DB01221,A6527
DB01221,A31880
DB01221,A31881
DB01221,A12558
DB01221,A15471
DB01221,A18290
DB01221,A18291
DB01221,A18292
DB01221,A18293
DB01222,A6528
DB01222,A6529
DB01222,A6530
DB01222,A6531
DB01222,A6532
DB01222,A9
DB01222,A5548
DB01223,A6533
DB01223,A9
DB01223,A14267
DB01223,A14268
DB01223,A11158
DB01223,A17956
DB01224,A6534
DB01224,A6535
DB01224,A5532
DB01224,A6536
DB01224,A4393
DB01224,L8507
DB01224,A11159
DB01224,A4962
DB01224,A10330
DB01224,A10323
DB01224,A185729
DB01224,A185732
DB01224,A185735
DB01224,A185738
DB01224,A185741
DB01224,A185744
DB01224,A185747
DB01224,A185750
DB01224,A185753
DB01224,A185756
DB01224,T685
DB01224,A185444
DB01224,A185759
DB01224,A185762
DB01224,A185765
DB01225,A6537
DB01225,A6538
DB01225,A6539
DB01225,L31468
DB01225,A11160
DB01225,A11161
DB01225,A11162
DB01225,A11163
DB01225,A11164
DB01225,A188051
DB01225,A228328
DB01225,L31393
DB01226,A6540
DB01226,A5528
DB01226,A5529
DB01226,A9
DB01226,A11079
DB01226,A15771
DB01226,A17552
DB01227,A6541
DB01227,A6542
DB01227,A6543
DB01227,A6544
DB01227,A9
DB01228,A1715
DB01228,A6545
DB01228,A6546
DB01228,A6547
DB01228,A9
DB01229,A1713
DB01229,A1715
DB01229,A11165
DB01229,A11166
DB01229,A11167
DB01229,A6548
DB01229,A6549
DB01229,A6550
DB01229,A6551
DB01229,A6552
DB01229,A18101
DB01229,A17277
DB01231,A6553
DB01231,A6554
DB01231,A6555
DB01231,A6556
DB01231,A6557
DB01231,A6558
DB01231,A6559
DB01231,A6560
DB01231,A1713
DB01231,A1715
DB01232,A4347
DB01232,A4348
DB01232,A6561
DB01232,A6562
DB01232,A6563
DB01232,A6564
DB01232,A4358
DB01232,L3450
DB01233,A15770
DB01233,A184880
DB01233,A184955
DB01233,A18208
DB01233,T683
DB01233,A11168
DB01233,A11169
DB01233,A11170
DB01233,A11171
DB01233,A11172
DB01233,A6566
DB01234,A6567
DB01234,A4503
DB01234,A6568
DB01234,A6569
DB01234,A6570
DB01234,A9
DB01234,A12562
DB01234,A12563
DB01234,A11173
DB01234,A11174
DB01234,A11175
DB01234,A11176
DB01234,A12559
DB01234,A12560
DB01234,A12561
DB01234,A19965
DB01235,A6571
DB01235,A1628
DB01235,A6572
DB01235,A11177
DB01235,A11178
DB01235,A11179
DB01235,A11180
DB01236,A198831
DB01236,A249915
DB01236,A249890
DB01236,A6139
DB01236,A198816
DB01236,A198819
DB01236,A198834
DB01236,A202880
DB01236,A202883
DB01236,A202886
DB01237,A1713
DB01237,A1715
DB01237,A9
DB01238,A6573
DB01238,A6574
DB01238,A6575
DB01238,A6576
DB01238,A6577
DB01238,A9
DB01238,A187310
DB01238,A11186
DB01238,A10334
DB01238,A11187
DB01238,A11181
DB01238,A11182
DB01238,A11183
DB01238,A11184
DB01238,A11185
DB01238,A4393
DB01239,A11188
DB01239,A6578
DB01239,A11189
DB01239,A9
DB01239,A1713
DB01239,A1715
DB01239,A13015
DB01239,A13016
DB01239,A28200
DB01239,A203024
DB01239,A203018
DB01239,A4909
DB01240,A16742
DB01240,A16743
DB01240,A6579
DB01240,A6580
DB01240,A6581
DB01240,A14083
DB01240,A14084
DB01240,A9
DB01241,A6170
DB01241,A12564
DB01241,A12565
DB01241,A12566
DB01241,A12567
DB01241,A16408
DB01241,A185807
DB01241,A33767
DB01242,A6582
DB01242,A6305
DB01242,A4224
DB01242,A6583
DB01242,A4490
DB01242,A4334
DB01242,A6584
DB01242,A12568
DB01242,A12569
DB01242,A11768
DB01242,A12570
DB01242,A12571
DB01242,A11190
DB01242,A11191
DB01242,A11192
DB01242,A1991
DB01244,A1713
DB01244,A1715
DB01244,A6585
DB01244,A15330
DB01244,A12572
DB01244,A12573
DB01244,A12574
DB01244,A12316
DB01244,A12575
DB01244,A12576
DB01244,A12577
DB01244,A12578
DB01244,A12579
DB01244,A12580
DB01244,A12581
DB01244,A12582
DB01244,A12317
DB01244,A12015
DB01245,A1713
DB01245,A1715
DB01245,A6586
DB01245,A6587
DB01245,A9
DB01245,A19891
DB01245,A11867
DB01245,A12583
DB01245,A12584
DB01245,A11868
DB01245,A12585
DB01246,A6588
DB01246,A9
DB01247,A9
DB01247,A13541
DB01247,A13542
DB01247,A14071
DB01248,A6589
DB01248,A11193
DB01248,A11194
DB01248,A11195
DB01248,A18101
DB01248,A6590
DB01248,A6591
DB01248,A6592
DB01248,A6593
DB01248,A6594
DB01248,A18211
DB01250,A17539
DB01250,A17540
DB01250,A17541
DB01250,A17542
DB01250,A17537
DB01250,A17538
DB01251,A11075
DB01251,A11076
DB01251,A11077
DB01251,A11078
DB01251,A4356
DB01251,A16959
DB01251,A16960
DB01251,A16961
DB01252,A12063
DB01252,A12586
DB01252,A12587
DB01252,A15372
DB01253,A16896
DB01253,A15779
DB01254,A1715
DB01254,A11376
DB01254,A9
DB01254,A11378
DB01254,A11379
DB01254,A11380
DB01254,A11381
DB01254,A11382
DB01254,A1713
DB01254,A11377
DB01254,A2224
DB01254,A11383
DB01254,A11384
DB01254,A11385
DB01254,A11386
DB01254,A11387
DB01254,A11388
DB01254,A12588
DB01254,A12589
DB01254,A20064
DB01254,A247675
DB01254,A20065
DB01254,A20077
DB01255,A40247
DB01255,A40248
DB01255,A40249
DB01256,A1713
DB01256,A1715
DB01256,A11393
DB01256,A2241
DB01256,A11394
DB01256,A2242
DB01256,A2243
DB01256,A11395
DB01256,A11396
DB01257,A1713
DB01257,A1715
DB01257,A11460
DB01257,A11461
DB01257,A2246
DB01257,A2247
DB01257,A11462
DB01257,A2244
DB01257,A11463
DB01257,A9
DB01259,A11416
DB01259,A11417
DB01259,A11418
DB01259,A11419
DB01259,A11420
DB01259,A2249
DB01259,A11421
DB01259,A11422
DB01259,A2252
DB01259,A2253
DB01259,A2254
DB01259,A9
DB01260,A16777
DB01260,A4506
DB01260,A16778
DB01261,A2255
DB01261,A11451
DB01261,A11452
DB01261,A2256
DB01261,A11453
DB01261,A2257
DB01261,A2258
DB01261,A11454
DB01261,A11455
DB01261,A11456
DB01261,A2260
DB01261,A9
DB01261,A7644
DB01261,A238994
DB01262,A2261
DB01262,A11447
DB01262,A2265
DB01262,A2266
DB01262,A2267
DB01262,A2263
DB01262,A215317
DB01262,A215337
DB01262,L14962
DB01262,A12590
DB01262,A12591
DB01262,A12592
DB01262,A12593
DB01262,A12594
DB01262,A9
DB01262,A2264
DB01262,A27071
DB01262,A247915
DB01263,A1713
DB01263,A1715
DB01263,A17513
DB01263,A17514
DB01263,A2270
DB01263,A2272
DB01263,A2273
DB01263,A2274
DB01263,A1991
DB01263,A17515
DB01264,A6223
DB01264,A11428
DB01264,A11429
DB01264,A11430
DB01264,A2278
DB01264,A2280
DB01264,A2281
DB01264,L9227
DB01265,A11449
DB01265,A15456
DB01265,A2286
DB01265,A1713
DB01265,A1715
DB01265,A11448
DB01265,A11450
DB01265,A2283
DB01265,A2285
DB01265,A2288
DB01265,A2289
DB01267,A11423
DB01267,A11427
DB01267,A5029
DB01267,A11424
DB01267,A5532
DB01267,A11426
DB01267,A11425
DB01267,A10808
DB01267,A9
DB01267,A178672
DB01267,A178675
DB01267,A4904
DB01267,A1115
DB01267,A5531
DB01267,A10809
DB01267,A4906
DB01267,A15311
DB01267,A20095
DB01267,A20096
DB01268,A11431
DB01268,A11432
DB01268,A11433
DB01268,A11434
DB01268,A10499
DB01268,A11435
DB01268,A11436
DB01268,A11437
DB01268,A11442
DB01268,A9
DB01268,A10504
DB01268,A11438
DB01268,A11439
DB01268,A11440
DB01268,A10493
DB01268,A11441
DB01268,A11443
DB01268,A11444
DB01268,A11445
DB01268,A3954
DB01268,A11446
DB01268,A249675
DB01269,A11464
DB01269,A11465
DB01269,A2293
DB01269,A11466
DB01269,A11467
DB01269,A2294
DB01269,A11468
DB01269,A2295
DB01269,A2296
DB01269,A11469
DB01269,A2297
DB01269,A9
DB01270,A11473
DB01270,A2298
DB01270,A11474
DB01270,A2301
DB01270,A246394
DB01271,A2305
DB01271,A2307
DB01271,A15434
DB01271,A1713
DB01271,A1715
DB01271,A2304
DB01272,A13692
DB01272,A17135
DB01272,A17136
DB01273,A11412
DB01273,A11413
DB01273,A11414
DB01273,A11415
DB01273,A9
DB01273,A2310
DB01273,A20129
DB01274,A11457
DB01274,A1537
DB01274,A11458
DB01274,A11459
DB01274,A2316
DB01274,A2318
DB01274,A2319
DB01274,A9
DB01275,A12595
DB01275,A12596
DB01275,A12597
DB01275,A12598
DB01275,A12599
DB01275,A12600
DB01275,A12601
DB01275,A12095
DB01275,A12602
DB01275,A12603
DB01275,A12604
DB01275,A13596
DB01275,A9
DB01275,A13597
DB01275,A13598
DB01276,A11476
DB01276,A11477
DB01276,A11478
DB01276,A11479
DB01276,A11480
DB01276,A11481
DB01276,A11482
DB01276,A11483
DB01276,A11484
DB01276,A11485
DB01276,A11486
DB01276,A9
DB01276,A240339
DB01276,A7644
DB01276,A238959
DB01276,A238964
DB01276,A37322
DB01276,A238994
DB01277,A2323
DB01277,A2324
DB01277,A12605
DB01277,A3886
DB01278,A11487
DB01278,A11488
DB01278,A11489
DB01278,A11490
DB01278,A11491
DB01278,A11492
DB01278,A1713
DB01278,A1715
DB01279,A15545
DB01279,A15546
DB01279,A11495
DB01279,A1715
DB01280,A1713
DB01280,A1715
DB01280,A2331
DB01280,A2332
DB01280,A2334
DB01280,A2335
DB01280,A2336
DB01280,A2337
DB01280,A2339
DB01280,A17231
DB01280,A17232
DB01281,A11493
DB01281,A2343
DB01281,A2344
DB01281,A11494
DB01281,A2345
DB01281,A2347
DB01281,A2348
DB01281,A2349
DB01281,A9
DB01281,A247090
DB01282,A11402
DB01282,A11403
DB01282,A9
DB01283,A11397
DB01283,A11398
DB01283,A11399
DB01283,A11400
DB01283,A11401
DB01283,A9
DB01283,A12606
DB01283,A12607
DB01283,A12608
DB01284,A11404
DB01284,A11405
DB01284,A11406
DB01284,A9
DB01285,A11407
DB01285,A11408
DB01285,A11409
DB01285,A11410
DB01285,A11411
DB01285,A12609
DB01285,A12610
DB01285,A12611
DB01285,A12612
DB01285,A12613
DB01288,A12789
DB01288,A12790
DB01288,A12791
DB01288,A12792
DB01288,A12793
DB01288,A9
DB01288,A15544
DB01289,A16959
DB01289,A16960
DB01289,A249395
DB01291,A12803
DB01291,A12804
DB01291,A12805
DB01291,A9
DB01291,A15542
DB01291,A15543
DB01295,A12831
DB01295,A12832
DB01295,A12833
DB01295,A2351
DB01295,A4352
DB01295,A10705
DB01296,A12619
DB01296,A12616
DB01296,A12620
DB01296,A12621
DB01296,A232284
DB01297,A10904
DB01297,A12848
DB01297,A12849
DB01297,A9
DB01297,A12850
DB01298,A1713
DB01298,A1715
DB01298,A12985
DB01299,A15539
DB01299,A15540
DB01299,A15541
DB01299,A16786
DB01299,A16787
DB01299,A16788
DB01301,A16958
DB01301,A1165
DB01301,A11203
DB01301,A11204
DB01301,A11205
DB01303,A4454
DB01303,A4455
DB01303,A4456
DB01303,A11786
DB01303,A11787
DB01303,A11788
DB01303,A11789
DB01303,A14273
DB01303,A10359
DB01303,A14272
DB01303,A17955
DB01303,A17956
DB01306,A80
DB01306,A231659
DB01306,A174883
DB01306,A174904
DB01307,A15252
DB01307,A15253
DB01307,A15254
DB01307,A1930
DB01307,A9
DB01307,A174883
DB01309,A1927
DB01309,A231659
DB01309,A174883
DB01319,A2371
DB01319,A2373
DB01319,A2374
DB01319,A2375
DB01319,A2377
DB01319,A9
DB01320,A4404
DB01320,A11569
DB01320,A5070
DB01320,A9
DB01321,A16574
DB01324,A9
DB01324,A4866
DB01324,A13617
DB01324,A16730
DB01325,A16729
DB01325,A16730
DB01325,A16731
DB01325,A16732
DB01325,A12962
DB01325,A12963
DB01325,A12964
DB01326,A16504
DB01327,A16504
DB01327,A16614
DB01327,A12627
DB01327,A31348
DB01328,A16706
DB01329,A16494
DB01330,A16841
DB01331,A16680
DB01331,A16688
DB01332,A16568
DB01332,A192942
DB01333,A16569
DB01336,A4819
DB01336,A14196
DB01336,A14197
DB01336,A14198
DB01336,A9
DB01336,A14199
DB01337,A1715
DB01337,A12992
DB01337,A5528
DB01337,A10805
DB01337,A5162
DB01337,A15538
DB01338,A1715
DB01338,A12989
DB01338,A12990
DB01338,A12991
DB01338,A9
DB01338,A15536
DB01338,A1991
DB01339,A5528
DB01339,A4819
DB01339,A16972
DB01340,A15532
DB01340,A15533
DB01340,A15534
DB01340,A2397
DB01340,A2395
DB01340,A15535
DB01340,A9
DB01341,A1713
DB01341,A1715
DB01342,A12828
DB01342,A12829
DB01342,A12830
DB01342,A9
DB01344,A17124
DB01344,A17125
DB01344,A17126
DB01345,A12635
DB01345,A12636
DB01345,A12637
DB01345,A12638
DB01345,A12639
DB01346,A4381
DB01346,A4382
DB01346,A4383
DB01346,A4384
DB01346,A9
DB01346,A17235
DB01346,A5872
DB01346,A5873
DB01346,A5874
DB01346,A5875
DB01346,A5876
DB01346,A4530
DB01346,A5340
DB01346,A14282
DB01346,A14283
DB01347,A14009
DB01347,A9
DB01348,A5643
DB01348,A15260
DB01348,A15261
DB01348,A15262
DB01348,A9
DB01349,A14200
DB01349,A14201
DB01349,A14202
DB01349,A9
DB01351,A4381
DB01351,A4382
DB01351,A4383
DB01351,A4384
DB01351,A9
DB01351,A16784
DB01352,A4381
DB01352,A4382
DB01352,A4384
DB01352,A4383
DB01352,A16784
DB01353,A4384
DB01353,A4382
DB01353,A4381
DB01353,A4383
DB01353,A1713
DB01353,A1715
DB01353,A9
DB01353,A16784
DB01354,A4381
DB01354,A4382
DB01354,A4384
DB01354,A4383
DB01354,T1
DB01354,A16784
DB01355,A4384
DB01355,A4382
DB01355,A4381
DB01355,A4383
DB01355,A11549
DB01355,A9
DB01355,A1713
DB01355,A1715
DB01355,A16784
DB01356,A12647
DB01356,A12648
DB01356,A12649
DB01356,A12643
DB01356,A12644
DB01356,A12641
DB01356,A12645
DB01356,A12642
DB01356,A12646
DB01356,A12640
DB01356,A17150
DB01357,A14203
DB01357,A14204
DB01357,A9
DB01359,A12974
DB01359,A12975
DB01359,A12976
DB01359,A2412
DB01359,A12977
DB01359,A12978
DB01359,A12979
DB01359,A12980
DB01359,A17975
DB01359,A2410
DB01363,A259
DB01363,A17168
DB01363,A17195
DB01363,A12965
DB01363,A12967
DB01363,A17197
DB01363,A13970
DB01363,A10896
DB01363,A17196
DB01364,A15368
DB01364,A15369
DB01364,A1991
DB01364,A193650
DB01364,L34645
DB01364,A17197
DB01364,A17233
DB01364,A12965
DB01364,A259
DB01365,A6212
DB01365,A11564
DB01366,A11559
DB01366,A11560
DB01366,A11561
DB01366,A11562
DB01366,A11563
DB01366,A9
DB01367,A14226
DB01367,A14227
DB01367,A12653
DB01367,A14228
DB01367,A2420
DB01367,A14229
DB01367,A2421
DB01367,A2422
DB01367,A9
DB01367,A12654
DB01367,A12655
DB01367,A12656
DB01367,A12657
DB01369,A16973
DB01369,A16974
DB01369,A16975
DB01369,A16976
DB01369,A14175
DB01369,A14176
DB01369,A14177
DB01369,A14178
DB01369,A14179
DB01370,A19929
DB01370,A20024
DB01370,A12658
DB01370,A12659
DB01370,A12660
DB01370,A12661
DB01370,A12662
DB01370,A12663
DB01370,A12664
DB01370,A12665
DB01370,A12666
DB01370,A9
DB01373,A17241
DB01373,A17249
DB01373,A17250
DB01373,A17242
DB01373,A17243
DB01373,A17244
DB01373,A17245
DB01373,A17246
DB01373,A17247
DB01373,A17248
DB01373,A17240
DB01373,A12667
DB01373,A12668
DB01373,A12669
DB01373,A12670
DB01373,A12671
DB01373,A12672
DB01373,A12673
DB01373,A12674
DB01373,A12675
DB01373,A12676
DB01373,A12677
DB01373,A12678
DB01373,A19859
DB01373,A20002
DB01373,A20006
DB01373,A20035
DB01373,A20043
DB01373,A20044
DB01373,A20080
DB01373,A20083
DB01373,A20097
DB01375,A9
DB01375,A14205
DB01375,A14206
DB01378,A12679
DB01378,A12680
DB01378,A12681
DB01378,A12682
DB01380,A4503
DB01380,A4504
DB01380,A4505
DB01380,A4506
DB01380,A4507
DB01380,A16977
DB01380,A16978
DB01380,L13203
DB01380,A5548
DB01381,A16596
DB01381,A16593
DB01381,A16594
DB01381,A16595
DB01381,A16597
DB01381,A16598
DB01381,A232389
DB01381,A232379
DB01381,A232434
DB01382,A1713
DB01382,A1715
DB01382,A11546
DB01382,A11547
DB01382,A6116
DB01382,A6117
DB01382,A11548
DB01382,A12275
DB01382,A12276
DB01382,A12257
DB01382,A12277
DB01382,A12278
DB01382,A12279
DB01384,A16607
DB01384,A4503
DB01384,A4504
DB01384,A4505
DB01384,A4506
DB01384,A4507
DB01388,A9
DB01388,A11534
DB01388,A11535
DB01388,A11536
DB01388,A11537
DB01388,A11538
DB01388,A11539
DB01388,A11540
DB01388,A11541
DB01388,A11542
DB01388,A11543
DB01388,A11544
DB01388,A11545
DB01390,A17222
DB01390,A17223
DB01390,A17224
DB01390,A17225
DB01390,A17226
DB01392,A11520
DB01392,A11521
DB01392,A11522
DB01392,A11523
DB01392,A11524
DB01392,A11525
DB01392,A11526
DB01392,A11527
DB01392,A11528
DB01392,A11529
DB01392,A11530
DB01392,A11531
DB01392,A11532
DB01392,A11533
DB01392,A15714
DB01392,A33836
DB01392,A15715
DB01392,A18190
DB01392,A18191
DB01393,A14656
DB01393,A11513
DB01393,A11514
DB01393,A11515
DB01393,A11516
DB01393,A11517
DB01393,A11518
DB01393,A11519
DB01393,A9
DB01393,A20117
DB01393,A20201
DB01394,A11506
DB01394,A11502
DB01394,A11503
DB01394,A11505
DB01394,A183605
DB01394,A183941
DB01394,A11504
DB01395,A2439
DB01395,A11499
DB01395,A16545
DB01395,A16546
DB01395,A183050
DB01395,A183053
DB01395,L7976
DB01395,A4697
DB01395,A11500
DB01395,A553
DB01395,A11501
DB01396,A4773
DB01396,A11570
DB01396,A11571
DB01396,A11572
DB01396,A11573
DB01396,A11574
DB01397,A12200
DB01397,A12204
DB01397,A12205
DB01397,A12206
DB01397,A12207
DB01397,A12199
DB01397,A12201
DB01397,A12202
DB01397,A12203
DB01399,A11510
DB01399,A11511
DB01399,A11512
DB01399,A11509
DB01399,A11507
DB01399,A11508
DB01399,A9
DB01400,A12687
DB01400,A12688
DB01400,A12689
DB01400,A12690
DB01400,A12691
DB01400,A12692
DB01400,A9
DB01401,A17122
DB01401,A17123
DB01401,A5938
DB01401,A10985
DB01401,A10986
DB01401,A10987
DB01401,A10988
DB01403,A11497
DB01403,A11498
DB01403,A1991
DB01403,A10516
DB01403,A15432
DB01404,A16599
DB01404,A12693
DB01404,A12694
DB01404,A12695
DB01404,A12696
DB01405,A1713
DB01405,A1715
DB01405,A11550
DB01405,A11551
DB01405,A11552
DB01405,A11553
DB01406,A11554
DB01406,A11555
DB01406,A11556
DB01406,A9
DB01406,A2451
DB01406,A16570
DB01406,A16571
DB01406,A16572
DB01406,A2450
DB01406,A16585
DB01406,A16586
DB01406,A11557
DB01406,A11558
DB01406,A11392
DB01406,A1713
DB01406,A1715
DB01406,A12701
DB01406,A12702
DB01407,A11575
DB01407,A11576
DB01407,A11577
DB01407,A11578
DB01407,A11579
DB01407,A9
DB01407,A13465
DB01407,A15638
DB01407,A12703
DB01407,A12704
DB01407,A12705
DB01407,A12706
DB01407,A12707
DB01407,A12708
DB01407,A12709
DB01407,A12710
DB01407,A12711
DB01407,A12712
DB01408,A13462
DB01408,A13463
DB01408,A13464
DB01408,A13465
DB01408,A13466
DB01408,A13467
DB01408,A9
DB01408,A247485
DB01408,A247490
DB01408,A247495
DB01408,A248265
DB01408,A247720
DB01409,A9
DB01409,A12969
DB01409,A12970
DB01409,A12971
DB01409,A20173
DB01410,A15515
DB01411,A12856
DB01411,A12857
DB01411,A12725
DB01411,A12858
DB01411,A12859
DB01411,A9
DB01411,A247270
DB01411,A247275
DB01411,A247280
DB01411,A12714
DB01411,A247285
DB01411,A247290
DB01411,A247240
DB01411,A12713
DB01411,A12715
DB01411,A12716
DB01411,A12717
DB01411,A12718
DB01411,A12719
DB01411,A12720
DB01411,A12721
DB01411,A12722
DB01411,A12723
DB01411,A12724
DB01411,A12726
DB01412,A16979
DB01412,A4285
DB01412,A4286
DB01412,A4287
DB01412,A4288
DB01412,A4289
DB01412,A16980
DB01412,A10359
DB01412,A11743
DB01412,A11744
DB01412,A11745
DB01412,A16981
DB01412,A10297
DB01412,A16982
DB01413,A249055
DB01413,A16707
DB01414,A16504
DB01414,A16614
DB01415,A16708
DB01416,A15782
DB01418,A415
DB01418,A11565
DB01418,A11566
DB01418,A2461
DB01418,A11567
DB01418,A11568
DB01418,A9
DB01419,A17120
DB01419,A17121
DB01419,A5640
DB01419,A10843
DB01419,A10844
DB01419,A10845
DB01419,A10846
DB01419,A10847
DB01419,A9
DB01420,A5280
DB01420,A5281
DB01420,A5282
DB01420,A5283
DB01420,A5284
DB01420,A16983
DB01421,A15783
DB01421,A1713
DB01421,A1715
DB01421,A11580
DB01421,A11206
DB01422,A17117
DB01422,A17118
DB01422,A17119
DB01425,A17114
DB01425,A17115
DB01425,A5669
DB01425,A17116
DB01426,A17108
DB01426,A17109
DB01426,A17110
DB01426,A17111
DB01426,A17112
DB01426,A17113
DB01427,A198744
DB01427,A9
DB01427,A13479
DB01427,A13480
DB01427,A13481
DB01427,A183335
DB01427,A183338
DB01427,A183341
DB01427,A12727
DB01427,A12728
DB01427,A12729
DB01427,A12730
DB01427,A12731
DB01428,A19926
DB01428,A19927
DB01428,A19966
DB01429,A15768
DB01429,A15769
DB01429,A12733
DB01430,A12734
DB01430,A12735
DB01430,A12736
DB01430,A12737
DB01430,A9
DB01431,A4782
DB01431,A4783
DB01431,A4784
DB01431,A4785
DB01431,A4786
DB01431,A17009
DB01431,A10481
DB01431,A10482
DB01431,A10483
DB01431,A10484
DB01431,A10485
DB01431,A17010
DB01432,A17011
DB01432,A17012
DB01433,A14213
DB01433,A14214
DB01433,A14215
DB01433,A9
DB01435,A17013
DB01436,A9859
DB01436,A9
DB01436,A16531
DB01436,A16528
DB01436,A20151
DB01437,A17016
DB01437,L206
DB01438,L7838
DB01438,L7841
DB01438,A17018
DB01439,A16533
DB01439,A5681
DB01439,A5682
DB01439,A5683
DB01439,A5684
DB01439,A5685
DB01439,A9
DB01439,A5686
DB01439,A12108
DB01439,A12109
DB01439,A12110
DB01439,A4077
DB01439,A4076
DB01440,A17019
DB01440,A17020
DB01440,A17021
DB01442,A1713
DB01442,A1715
DB01442,A12965
DB01442,A12966
DB01442,A5494
DB01442,A259
DB01442,A12967
DB01442,A17196
DB01444,A1713
DB01444,A1715
DB01444,A12806
DB01452,A13009
DB01452,A13010
DB01452,A13011
DB01452,A13012
DB01452,A4526
DB01452,A15366
DB01452,A15367
DB01452,A9
DB01452,A11811
DB01452,A20288
DB01454,A17130
DB01454,A17131
DB01454,A259
DB01454,A12965
DB01454,A12967
DB01454,A12738
DB01454,A12739
DB01454,A12740
DB01454,A12741
DB01454,A12742
DB01454,A12743
DB01454,A17132
DB01454,A17133
DB01454,A17134
DB01463,A14016
DB01463,A14017
DB01466,A4525
DB01466,A4526
DB01466,A4527
DB01466,A4528
DB01466,A9
DB01472,A17182
DB01472,A17131
DB01472,A17132
DB01472,A12965
DB01472,A12738
DB01472,A12739
DB01472,A12740
DB01472,A12741
DB01472,A12742
DB01472,A12743
DB01472,A17130
DB01472,A1713
DB01472,A1715
DB01472,A17183
DB01472,A17184
DB01481,A1713
DB01481,A1715
DB01481,A2483
DB01483,A4381
DB01483,A4382
DB01483,A4384
DB01483,A4383
DB01483,A16784
DB01488,A12744
DB01488,A12745
DB01488,A12746
DB01488,A12747
DB01488,A15513
DB01488,A15514
DB01489,A198957
DB01489,A198975
DB01496,A4381
DB01496,A4382
DB01496,A4384
DB01496,A4383
DB01496,A16784
DB01497,A12758
DB01497,A12759
DB01497,A12760
DB01497,A12761
DB01497,A12762
DB01497,A9
DB01497,A12763
DB01497,A12764
DB01497,A12765
DB01497,A12766
DB01497,A12767
DB01497,A12768
DB01497,A14075
DB01497,A10393
DB01497,A14076
DB01497,A12748
DB01497,A12749
DB01497,A12750
DB01497,A12751
DB01497,A12752
DB01497,A12753
DB01497,A12754
DB01497,A12755
DB01497,A12756
DB01497,A12757
DB01511,A198957
DB01511,A198975
DB01520,A14010
DB01520,A14011
DB01520,A17156
DB01535,A12769
DB01535,A12770
DB01535,A12771
DB01535,A12772
DB01535,A12773
DB01535,A15512
DB01536,A1713
DB01536,A1715
DB01536,A16843
DB01536,A247540
