drug,reference
DB01537,A27246
DB01537,A27247
DB01541,A1713
DB01541,A1715
DB01541,A12968
DB01544,A198957
DB01544,A198975
DB01545,A198957
DB01545,A198975
DB01548,A12782
DB01548,A12778
DB01548,A12779
DB01548,A12780
DB01548,A12765
DB01548,A12781
DB01548,A12774
DB01548,A12751
DB01548,A12775
DB01548,A12776
DB01548,A12777
DB01549,A14072
DB01549,A14073
DB01549,A15471
DB01553,A198957
DB01553,A198975
DB01558,A198957
DB01558,A198975
DB01559,A198957
DB01559,A198975
DB01561,A1713
DB01561,A1715
DB01561,A1991
DB01564,A1715
DB01564,A13013
DB01564,A5284
DB01564,A5280
DB01564,A5281
DB01564,A13014
DB01565,A15766
DB01565,A14251
DB01565,A15767
DB01565,A12783
DB01565,A12748
DB01565,A12784
DB01565,A12785
DB01565,A12786
DB01565,A12787
DB01565,A12788
DB01567,A2498
DB01569,A18732
DB01571,A14012
DB01571,A14013
DB01571,A14014
DB01571,A14015
DB01576,A16664
DB01576,A259
DB01576,A17173
DB01576,A17174
DB01576,A17175
DB01576,A14260
DB01576,A14261
DB01576,A14262
DB01576,A13952
DB01576,A13953
DB01576,A13954
DB01576,A13955
DB01576,A11722
DB01576,A1713
DB01576,A1715
DB01576,A9
DB01576,A203552
DB01576,A203555
DB01577,A17186
DB01577,A11721
DB01577,A633
DB01577,A11722
DB01577,A11723
DB01577,A11724
DB01577,A11725
DB01577,A12965
DB01577,A17192
DB01577,A17193
DB01577,A17194
DB01577,A259
DB01577,A17188
DB01577,A16664
DB01577,A17189
DB01577,A17196
DB01577,A17190
DB01577,A17191
DB01577,A13952
DB01577,A13953
DB01577,A13954
DB01577,A13955
DB01577,A17229
DB01577,A17230
DB01577,A13970
DB01579,A1713
DB01579,A1715
DB01579,A12960
DB01579,A276
DB01579,A5710
DB01579,A9
DB01580,A1713
DB01580,A1715
DB01580,A12851
DB01580,A12852
DB01580,A10904
DB01580,A9
DB01580,A19894
DB01580,A12853
DB01580,A12854
DB01580,A12855
DB01581,A12988
DB01581,A17022
DB01581,A17023
DB01582,A12988
DB01582,A17022
DB01582,A17023
DB01583,A10360
DB01583,A10361
DB01583,A10362
DB01583,A10363
DB01583,A10364
DB01583,A4462
DB01583,A10538
DB01583,A9
DB01583,A1715
DB01583,A1713
DB01583,A4463
DB01583,A4464
DB01583,A1991
DB01583,A4465
DB01583,A14219
DB01583,A14220
DB01583,A14221
DB01586,A1713
DB01586,A1715
DB01586,A12961
DB01586,A19956
DB01587,A198957
DB01587,A198975
DB01588,A198957
DB01588,A198975
DB01589,A198957
DB01589,A198975
DB01590,A14298
DB01590,A14299
DB01590,A14300
DB01590,A14301
DB01590,A14302
DB01590,A14303
DB01590,A9
DB01591,A1713
DB01591,A1715
DB01591,A12972
DB01591,A6206
DB01591,A12973
DB01591,A9
DB01592,A19986
DB01592,A19994
DB01592,A19995
DB01592,A20021
DB01592,A20022
DB01592,A20036
DB01592,A20143
DB01592,A20154
DB01593,A19857
DB01593,A19866
DB01593,A19832
DB01593,A19889
DB01593,A19915
DB01593,A19940
DB01593,A19941
DB01593,A19945
DB01593,A19981
DB01593,A19985
DB01593,A19990
DB01593,A19991
DB01593,A19995
DB01593,A19996
DB01593,A20015
DB01593,A20026
DB01593,A20027
DB01593,A20028
DB01593,A20030
DB01593,A9781
DB01593,A20035
DB01593,A20040
DB01593,A20042
DB01593,A20043
DB01593,A20045
DB01593,A20053
DB01593,A20097
DB01593,A20120
DB01593,A20182
DB01593,A20203
DB01593,A20210
DB01593,A20211
DB01593,A20212
DB01593,A20213
DB01593,A20214
DB01593,A20215
DB01593,A20216
DB01593,A20217
DB01593,A20218
DB01593,A20219
DB01593,A20230
DB01593,A20250
DB01594,A198957
DB01594,A198975
DB01595,A198957
DB01595,A198975
DB01595,A1240
DB01597,A1713
DB01597,A1715
DB01597,A12809
DB01597,A12810
DB01597,A12811
DB01597,A2531
DB01597,A12812
DB01597,A12813
DB01597,A9
DB01597,A2526
DB01597,A247580
DB01597,A181604
DB01597,L7568
DB01597,L7526
DB01598,A15388
DB01598,A15389
DB01598,A12844
DB01598,A15390
DB01598,L7568
DB01598,L7526
DB01598,A249880
DB01599,A17026
DB01599,A17027
DB01599,A17028
DB01599,A17029
DB01599,A17030
DB01599,A17031
DB01599,A17579
DB01600,A6196
DB01600,A6197
DB01600,A6098
DB01600,A6198
DB01600,A1713
DB01600,A1715
DB01600,A12845
DB01600,A9
DB01601,A4346
DB01601,A12846
DB01601,A4347
DB01601,A9
DB01601,A12847
DB01602,A203108
DB01603,A15636
DB01603,A16688
DB01604,A1713
DB01604,A1715
DB01604,A6205
DB01605,A1713
DB01605,A1715
DB01605,A2538
DB01606,A15641
DB01606,A179386
DB01606,A179389
DB01606,A179395
DB01607,A16816
DB01608,A15550
DB01608,A15432
DB01608,A1713
DB01608,A1715
DB01608,A9
DB01608,A20063
DB01609,A17032
DB01609,A17033
DB01609,A17034
DB01609,A17035
DB01609,A17036
DB01609,A17037
DB01610,A15452
DB01610,A6087
DB01610,A15453
DB01610,A15454
DB01611,A15451
DB01611,A11961
DB01611,A12834
DB01611,A191625
DB01612,A5526
DB01612,A5527
DB01613,A1713
DB01613,A1715
DB01613,A12835
DB01613,A12836
DB01614,A4961
DB01614,A4962
DB01614,A4963
DB01614,A4964
DB01614,A9
DB01614,A4965
DB01614,A15550
DB01614,A10560
DB01614,A10561
DB01614,A16692
DB01614,A16693
DB01614,A5407
DB01615,A1713
DB01615,A1715
DB01615,A13004
DB01615,A9
DB01616,A16921
DB01618,A1715
DB01618,A12818
DB01618,A12819
DB01618,A12820
DB01618,A9
DB01618,A15449
DB01618,A15450
DB01619,A1715
DB01619,A6218
DB01619,A12821
DB01619,A12822
DB01619,A9
DB01620,A181625
DB01620,A1715
DB01620,A12823
DB01620,A4811
DB01620,A12824
DB01620,A12825
DB01620,A12826
DB01620,A12827
DB01620,A9
DB01620,A19901
DB01621,A4961
DB01621,A4962
DB01621,A4963
DB01621,A4964
DB01621,A9
DB01621,A4965
DB01621,A17040
DB01621,A15550
DB01621,A10560
DB01621,A10561
DB01621,A36312
DB01621,A16692
DB01621,A16693
DB01622,A4961
DB01622,A4962
DB01622,A4963
DB01622,A4964
DB01622,A9
DB01622,A4965
DB01622,A5407
DB01622,A15550
DB01623,A17059
DB01623,A4961
DB01623,A4962
DB01623,A4963
DB01623,A4964
DB01623,A9
DB01623,A4965
DB01623,A15550
DB01623,A10560
DB01623,A27477
DB01624,A12814
DB01624,A12815
DB01624,A12816
DB01624,A12817
DB01624,A9
DB01624,A2543
DB01624,A15551
DB01624,L181
DB01625,A4345
DB01625,A17050
DB01626,A13519
DB01626,A13520
DB01626,A13521
DB01626,A1625
DB01626,A1626
DB01626,A1627
DB01626,A1628
DB01626,A13522
DB01626,A13523
DB01626,A1630
DB01626,A13524
DB01626,A17047
DB01626,A17048
DB01626,A17049
DB01627,A233794
DB01627,A233799
DB01627,A233804
DB01627,A233819
DB01628,A1713
DB01628,A1715
DB01628,A12837
DB01628,A12838
DB01628,A12839
DB01628,A9
DB01629,A20196
DB01629,A1713
DB01629,A1715
DB01630,A1713
DB01630,A1715
DB01631,A1991
DB01631,A1713
DB01631,A1715
DB01632,A1713
DB01632,A1715
DB01632,A1991
DB01632,A199143
DB01632,A199146
DB01632,A199149
DB01633,A1713
DB01633,A1715
DB01634,A1713
DB01634,A1715
DB01639,A1713
DB01639,A1715
DB01640,A1713
DB01640,A1715
DB01642,A1713
DB01642,A1715
DB01643,A1713
DB01643,A1715
DB01643,A1991
DB01644,A1713
DB01644,A1715
DB01644,A1991
DB01645,A1991
DB01645,A19887
DB01645,A19888
DB01645,A19965
DB01645,A20004
DB01645,A20037
DB01645,A20108
DB01645,A20240
DB01645,A1713
DB01645,A1715
DB01645,A247975
DB01646,A1991
DB01647,A1713
DB01647,A1715
DB01647,A1991
DB01649,A1713
DB01649,A1715
DB01650,A1713
DB01650,A1715
DB01650,A1991
DB01651,A1713
DB01651,A1715
DB01655,A1713
DB01655,A1715
DB01656,A251385
DB01656,L37564
DB01656,L42580
DB01657,A1713
DB01657,A1715
DB01661,A1713
DB01661,A1715
DB01662,A1991
DB01663,A1713
DB01663,A1715
DB01664,A1713
DB01664,A1715
DB01664,A1991
DB01665,A1713
DB01665,A1715
DB01665,A1991
DB01666,A1991
DB01667,A1713
DB01667,A1715
DB01668,A1991
DB01669,A1713
DB01669,A1715
DB01670,A1713
DB01670,A1715
DB01671,A1713
DB01671,A1715
DB01672,A1713
DB01672,A1715
DB01673,A1713
DB01673,A1715
DB01675,A1713
DB01675,A1715
DB01676,A1991
DB01677,A1713
DB01677,A1715
DB01677,A1991
DB01678,A1991
DB01681,A1713
DB01681,A1715
DB01681,A1991
DB01683,L2867
DB01684,A1713
DB01684,A1715
DB01684,A1991
DB01685,A1991
DB01686,A2558
DB01686,A1991
DB01688,A1713
DB01688,A1715
DB01689,A1713
DB01689,A1715
DB01689,A1991
DB01690,A1713
DB01690,A1715
DB01691,A1713
DB01691,A1715
DB01691,A1991
DB01692,A1713
DB01692,A1715
DB01694,A1713
DB01694,A1715
DB01694,A1991
DB01695,A1713
DB01695,A1715
DB01695,A1991
DB01698,A20085
DB01698,A198849
DB01698,A202271
DB01699,A1713
DB01699,A1715
DB01699,A1991
DB01700,A1713
DB01700,A1715
DB01700,A1991
DB01701,A1713
DB01701,A1715
DB01702,A1991
DB01702,A1713
DB01702,A1715
DB01703,A1713
DB01703,A1715
DB01704,A1991
DB01705,A1713
DB01705,A1715
DB01705,A1991
DB01708,A18296
DB01708,A18298
DB01708,A18299
DB01708,A18294
DB01708,A18295
DB01708,A18297
DB01709,A1713
DB01709,A1715
DB01709,A1991
DB01710,A1713
DB01710,A1715
DB01710,A1991
DB01711,A1713
DB01711,A1715
DB01711,A1991
DB01712,A1991
DB01713,A1713
DB01713,A1715
DB01715,A1713
DB01715,A1715
DB01717,A1713
DB01717,A1715
DB01717,A1991
DB01718,A1991
DB01719,A1713
DB01719,A1715
DB01720,A1713
DB01720,A1715
DB01721,A1713
DB01721,A1715
DB01723,A1713
DB01723,A1715
DB01723,A1991
DB01725,A1991
DB01725,A1713
DB01725,A1715
DB01726,A1713
DB01726,A1715
DB01727,A1713
DB01727,A1715
DB01727,A1991
DB01728,A1713
DB01728,A1715
DB01728,A1991
DB01731,A1991
DB01732,A1713
DB01732,A1715
DB01733,A1713
DB01733,A1715
DB01733,A1991
DB01734,A1713
DB01734,A1715
DB01734,A1991
DB01735,A1713
DB01735,A1715
DB01736,A1991
DB01737,A1991
DB01738,A1713
DB01738,A1715
DB01738,A1991
DB01741,A1713
DB01741,A1715
DB01741,A1991
DB01742,A1713
DB01742,A1715
DB01742,A1991
DB01744,A33086
DB01744,A33089
DB01744,A33087
DB01744,A198783
DB01744,A198786
DB01745,A1713
DB01745,A1715
DB01745,A1991
DB01747,A1713
DB01747,A1715
DB01748,A1713
DB01748,A1715
DB01748,A1991
DB01750,A1991
DB01752,A1713
DB01752,A1715
DB01752,A1991
DB01753,A1713
DB01753,A1715
DB01754,A1713
DB01754,A1715
DB01754,A1991
DB01755,A1713
DB01755,A1715
DB01756,A1713
DB01756,A1715
DB01756,A1991
DB01758,A1713
DB01758,A1715
DB01760,A1713
DB01760,A1715
DB01760,A1991
DB01761,A1713
DB01761,A1715
DB01762,A1713
DB01762,A1715
DB01762,A1991
DB01763,A1713
DB01763,A1715
DB01764,A14222
DB01765,A1991
DB01766,A1991
DB01767,A1991
DB01771,A1991
DB01772,A1713
DB01772,A1715
DB01772,A1991
DB01773,A1713
DB01773,A1715
DB01774,A1713
DB01774,A1715
DB01775,A1713
DB01775,A1715
DB01776,A1713
DB01776,A1715
DB01776,A1991
DB01777,A1713
DB01777,A1715
DB01777,A1991
DB01778,A1713
DB01778,A1715
DB01779,A1713
DB01779,A1715
DB01780,A1713
DB01780,A1715
DB01780,A1991
DB01782,A1991
DB01782,A1713
DB01782,A1715
DB01783,A193737
DB01784,A1713
DB01784,A1715
DB01785,A1991
DB01786,A1713
DB01786,A1715
DB01788,A1713
DB01788,A1715
DB01789,A1713
DB01789,A1715
DB01790,A1713
DB01790,A1715
DB01790,A1991
DB01791,A16621
DB01791,A1991
DB01792,A1713
DB01792,A1715
DB01793,A1713
DB01793,A1715
DB01793,A1991
DB01795,A1713
DB01795,A1715
DB01796,A1713
DB01796,A1715
DB01799,A1713
DB01799,A1715
DB01800,A1991
DB01800,A1713
DB01800,A1715
DB01804,A1713
DB01804,A1715
DB01805,A1713
DB01805,A1715
DB01805,A1991
DB01807,A1713
DB01807,A1715
DB01807,A1991
DB01808,A1713
DB01808,A1715
DB01809,A1991
DB01809,A1713
DB01809,A1715
DB01810,A1991
DB01810,A1713
DB01810,A1715
DB01811,A1713
DB01811,A1715
DB01811,A1991
DB01812,A1713
DB01812,A1715
DB01812,A1991
DB01813,A1713
DB01813,A1715
DB01814,A1713
DB01814,A1715
DB01815,A1713
DB01815,A1715
DB01816,A1713
DB01816,A1715
DB01817,A1713
DB01817,A1715
DB01818,A1713
DB01818,A1715
DB01818,A1991
DB01819,A1713
DB01819,A1715
DB01819,A1991
DB01820,A1713
DB01820,A1715
DB01821,A1713
DB01821,A1715
DB01821,A1991
DB01822,A1713
DB01822,A1715
DB01823,A1713
DB01823,A1715
DB01823,A1991
DB01824,A1713
DB01824,A1715
DB01825,A1713
DB01825,A1715
DB01825,A1991
DB01826,A1713
DB01826,A1715
DB01826,A1991
DB01827,A1713
DB01827,A1715
DB01827,A1991
DB01828,A1713
DB01828,A1715
DB01829,A1713
DB01829,A1715
DB01830,A1713
DB01830,A1715
DB01831,A1713
DB01831,A1715
DB01832,A1713
DB01832,A1715
DB01832,A1991
DB01833,A1713
DB01833,A1715
DB01833,A1991
DB01834,A1713
DB01834,A1715
DB01834,A1991
DB01835,A1713
DB01835,A1715
DB01835,A1991
DB01836,A1713
DB01836,A1715
DB01836,A1991
DB01837,A1713
DB01837,A1715
DB01837,A1991
DB01840,A1713
DB01840,A1715
DB01840,A1991
DB01841,A1713
DB01841,A1715
DB01842,A1713
DB01842,A1715
DB01842,A1991
DB01843,A1713
DB01843,A1715
DB01843,A1991
DB01844,A1713
DB01844,A1715
DB01844,A1991
DB01846,A1713
DB01846,A1715
DB01847,A1713
DB01847,A1715
DB01851,A1991
DB01851,A1713
DB01851,A1715
DB01852,A1991
DB01853,A1713
DB01853,A1715
DB01854,A1713
DB01854,A1715
DB01854,A1991
DB01856,A1713
DB01856,A1715
DB01857,A1713
DB01857,A1715
DB01858,A1991
DB01859,A1713
DB01859,A1715
DB01860,A1713
DB01860,A1715
DB01860,A1991
DB01861,A1713
DB01861,A1715
DB01861,A1991
DB01861,A249855
DB01862,A1713
DB01862,A1715
DB01863,A1713
DB01863,A1715
DB01863,A1991
DB01863,A247675
DB01864,A1713
DB01864,A1715
DB01864,A1991
DB01865,A1713
DB01865,A1715
DB01865,A1991
DB01866,A1991
DB01868,A1713
DB01868,A1715
DB01870,A1713
DB01870,A1715
DB01870,A1991
DB01871,A1991
DB01871,A1713
DB01871,A1715
DB01872,A1713
DB01872,A1715
DB01873,A1713
DB01873,A1715
DB01875,A1713
DB01875,A1715
DB01876,A1713
DB01876,A1715
DB01876,A1991
DB01877,A1713
DB01877,A1715
DB01878,A19966
DB01879,A1713
DB01879,A1715
DB01880,A1991
DB01880,A1713
DB01880,A1715
DB01881,A1713
DB01881,A1715
DB01882,A1991
DB01882,A1713
DB01882,A1715
DB01883,A1713
DB01883,A1715
DB01883,A1991
DB01884,A1713
DB01884,A1715
DB01884,A1991
DB01885,A1713
DB01885,A1715
DB01887,A1713
DB01887,A1715
DB01888,A1713
DB01888,A1715
DB01889,A1991
DB01890,A1991
DB01890,A31604
DB01890,A1713
DB01890,A1715
DB01891,A1713
DB01891,A1715
DB01891,A1991
DB01892,A1713
DB01892,A1715
DB01892,A9
DB01893,A1713
DB01893,A1715
DB01895,A1713
DB01895,A1715
DB01896,A1713
DB01896,A1715
DB01897,A1713
DB01897,A1715
DB01899,A1713
DB01899,A1715
DB01901,A19904
DB01901,A1713
DB01901,A1715
DB01901,A1991
DB01902,A1713
DB01902,A1715
DB01902,A1991
DB01903,A1713
DB01903,A1715
DB01905,A1991
DB01906,A1713
DB01906,A1715
DB01906,A1991
DB01908,A1713
DB01908,A1715
DB01908,A1991
DB01909,A1713
DB01909,A1715
DB01910,A1713
DB01910,A1715
DB01911,A1713
DB01911,A1715
DB01912,A1713
DB01912,A1715
DB01915,A1713
DB01915,A1715
DB01915,A1991
DB01917,A20149
DB01917,A1713
DB01917,A1715
DB01917,A1991
DB01918,A1713
DB01918,A1715
DB01919,A1713
DB01919,A1715
DB01919,A1991
DB01920,A1713
DB01920,A1715
DB01921,A1713
DB01921,A1715
DB01923,A1713
DB01923,A1715
DB01925,A1713
DB01925,A1715
DB01925,A1991
DB01926,A1713
DB01926,A1715
DB01927,A1713
DB01927,A1715
DB01927,A1991
DB01929,A1991
DB01929,A1713
DB01929,A1715
DB01930,A1713
DB01930,A1715
DB01931,A1991
DB01932,A1713
DB01932,A1715
DB01933,A1713
DB01933,A1715
DB01934,A1713
DB01934,A1715
DB01935,A1991
DB01935,A1713
DB01935,A1715
DB01936,A1713
DB01936,A1715
DB01937,A1713
DB01937,A1715
DB01938,A1713
DB01938,A1715
DB01938,A1991
DB01939,A1991
DB01940,A1713
DB01940,A1715
DB01940,A1991
DB01941,A1713
DB01941,A1715
DB01942,A1713
DB01942,A1715
DB01942,A1991
DB01944,A1991
DB01946,A1991
DB01946,A1713
DB01946,A1715
DB01947,A1991
DB01948,A1713
DB01948,A1715
DB01949,A1713
DB01949,A1715
DB01950,A1713
DB01950,A1715
DB01950,A1991
DB01951,A1991
DB01953,A1713
DB01953,A1715
DB01953,A1991
DB01954,A1713
DB01954,A1715
DB01954,A1991
DB01954,A248015
DB01955,A1713
DB01955,A1715
DB01955,A1991
DB01956,A31410
DB01956,L1061
DB01956,A31411
DB01956,A19908
DB01956,A86122
DB01956,A202034
DB01957,A1713
DB01957,A1715
DB01958,A1991
DB01958,A1713
DB01958,A1715
DB01959,A1991
DB01959,A1713
DB01959,A1715
DB01960,A1713
DB01960,A1715
DB01960,A1991
DB01961,A1713
DB01961,A1715
DB01961,A1991
DB01962,A1713
DB01962,A1715
DB01963,A1713
DB01963,A1715
DB01963,A1991
DB01964,A1713
DB01964,A1715
DB01964,A1991
DB01965,A1713
DB01965,A1715
DB01966,A1713
DB01966,A1715
DB01967,A1991
DB01967,A1713
DB01967,A1715
DB01969,A1713
DB01969,A1715
DB01969,A1991
DB01970,A1713
DB01970,A1715
DB01971,A1713
DB01971,A1715
DB01972,A1713
DB01972,A1715
DB01972,A1991
DB01973,A1713
DB01973,A1715
DB01973,A1991
DB01975,A1713
DB01975,A1715
DB01977,A1713
DB01977,A1715
DB01977,A1991
DB01978,A1713
DB01978,A1715
DB01979,A1713
DB01979,A1715
DB01979,A1991
DB01980,A1713
DB01980,A1715
DB01980,A1991
DB01983,A1713
DB01983,A1715
DB01983,A1991
DB01985,A1713
DB01985,A1715
DB01986,A1713
DB01986,A1715
DB01987,A203525
DB01987,A198879
DB01987,A198882
DB01987,A198888
DB01987,A198891
DB01987,A198894
DB01988,A1713
DB01988,A1715
DB01989,A1713
DB01989,A1715
DB01989,A1991
DB01990,A1713
DB01990,A1715
DB01990,A1991
DB01991,A1713
DB01991,A1715
DB01992,A1713
DB01992,A1715
DB01992,A1991
DB01993,A1713
DB01993,A1715
DB01996,A1713
DB01996,A1715
DB01997,A1713
DB01997,A1715
DB01997,A1991
DB01998,A1713
DB01998,A1715
DB02001,A1991
DB02001,A1713
DB02001,A1715
DB02004,A1713
DB02004,A1715
DB02004,A1991
DB02005,A1713
DB02005,A1715
DB02007,A1713
DB02007,A1715
DB02007,A1991
DB02008,A1713
DB02008,A1715
DB02008,A1991
DB02009,A1713
DB02009,A1715
DB02010,A19818
DB02010,A1713
DB02010,A1715
DB02010,A247460
DB02011,A1713
DB02011,A1715
DB02014,A1713
DB02014,A1715
DB02014,A1991
DB02015,A1713
DB02015,A1715
DB02016,A1713
DB02016,A1715
DB02017,A1713
DB02017,A1715
DB02018,A1713
DB02018,A1715
DB02019,A1991
DB02020,A1713
DB02020,A1715
DB02020,A1991
DB02021,A20193
DB02021,A9
DB02022,A1713
DB02022,A1715
DB02023,A1713
DB02023,A1715
DB02024,A1713
DB02024,A1715
DB02026,A1713
DB02026,A1715
DB02027,A1713
DB02027,A1715
DB02027,A1991
DB02028,A1991
DB02029,A1713
DB02029,A1715
DB02029,A1991
DB02030,A1713
DB02030,A1715
DB02031,A1713
DB02031,A1715
DB02032,A1991
DB02032,A1713
DB02032,A1715
DB02033,A1713
DB02033,A1715
DB02034,A1713
DB02034,A1715
DB02034,A1991
DB02035,A1713
DB02035,A1715
DB02035,A1991
DB02036,A1713
DB02036,A1715
DB02036,A1991
DB02038,A1713
DB02038,A1715
DB02039,A1713
DB02039,A1715
DB02039,A1991
DB02041,A1713
DB02041,A1715
DB02043,A1713
DB02043,A1715
DB02044,A1991
DB02045,A1713
DB02045,A1715
DB02045,A1991
DB02046,A1991
DB02047,A1991
DB02048,A1713
DB02048,A1715
DB02048,A1991
DB02049,A1991
DB02051,A1713
DB02051,A1715
DB02052,A1991
DB02052,A9
DB02052,A19835
DB02052,A1713
DB02052,A1715
DB02053,A1713
DB02053,A1715
DB02054,A1713
DB02054,A1715
DB02056,A19972
DB02056,A20292
DB02056,A1713
DB02056,A1715
DB02056,A1991
DB02057,A1713
DB02057,A1715
DB02057,A1991
DB02058,A1991
DB02058,A9
DB02059,A1713
DB02059,A1715
DB02059,A1991
DB02061,A1713
DB02061,A1715
DB02062,A1991
DB02062,A1713
DB02062,A1715
DB02063,A1713
DB02063,A1715
DB02063,A1991
DB02066,A1713
DB02066,A1715
DB02067,A1713
DB02067,A1715
DB02067,A1991
DB02068,A1713
DB02068,A1715
DB02068,A1991
DB02069,A1713
DB02069,A1715
DB02069,A1991
DB02071,A1713
DB02071,A1715
DB02071,A1991
DB02072,A1713
DB02072,A1715
DB02072,A1991
DB02073,A1713
DB02073,A1715
DB02073,A1991
DB02075,A1713
DB02075,A1715
DB02076,A1713
DB02076,A1715
DB02076,A1991
DB02077,A1713
DB02077,A1715
DB02077,A1991
DB02078,A1991
DB02078,A1713
DB02078,A1715
DB02079,A1713
DB02079,A1715
DB02080,A1991
DB02081,A1713
DB02081,A1715
DB02081,A1991
DB02082,A1713
DB02082,A1715
DB02082,A1991
DB02083,A1713
DB02083,A1715
DB02084,A1713
DB02084,A1715
DB02084,A1991
DB02085,A1713
DB02085,A1715
DB02086,A1713
DB02086,A1715
DB02087,A1713
DB02087,A1715
DB02088,A1713
DB02088,A1715
DB02089,A1713
DB02089,A1715
DB02090,A1713
DB02090,A1715
DB02090,A1991
DB02091,A1991
DB02091,A1713
DB02091,A1715
DB02092,A1713
DB02092,A1715
DB02093,A1713
DB02093,A1715
DB02093,A1991
DB02094,A1713
DB02094,A1715
DB02094,A1991
DB02096,A1991
DB02097,A1713
DB02097,A1715
DB02098,A1713
DB02098,A1715
DB02098,A1991
DB02101,A1713
DB02101,A1715
DB02102,A1713
DB02102,A1715
DB02103,A1991
DB02104,A1713
DB02104,A1715
DB02104,A1991
DB02105,A1713
DB02105,A1715
DB02105,A1991
DB02106,A1713
DB02106,A1715
DB02107,A1713
DB02107,A1715
DB02107,A1991
DB02108,A1713
DB02108,A1715
DB02109,A1713
DB02109,A1715
DB02109,A1991
DB02109,A9
DB02110,A1713
DB02110,A1715
DB02110,A1991
DB02111,A1713
DB02111,A1715
DB02112,A1713
DB02112,A1715
DB02112,A1991
DB02113,A1713
DB02113,A1715
DB02114,A1713
DB02114,A1715
DB02114,A1991
DB02115,A1713
DB02115,A1715
DB02115,A1991
DB02116,A1991
DB02116,A1713
DB02116,A1715
DB02116,A9
DB02118,A1713
DB02118,A1715
DB02118,A1991
DB02119,A1713
DB02119,A1715
DB02120,A1713
DB02120,A1715
DB02121,A1713
DB02121,A1715
DB02122,A1713
DB02122,A1715
DB02122,A1991
DB02123,A1713
DB02123,A1715
DB02124,A1713
DB02124,A1715
DB02125,A1713
DB02125,A1715
DB02126,A1991
DB02127,A1991
DB02127,A1713
DB02127,A1715
DB02128,A1713
DB02128,A1715
DB02129,A1713
DB02129,A1715
DB02130,A1713
DB02130,A1715
DB02131,A1713
DB02131,A1715
DB02133,A1713
DB02133,A1715
DB02134,A1713
DB02134,A1715
DB02135,A1713
DB02135,A1715
DB02136,A1713
DB02136,A1715
DB02137,A1713
DB02137,A1715
DB02138,A1991
DB02138,A1713
DB02138,A1715
DB02139,A1713
DB02139,A1715
DB02139,A1991
DB02140,A1991
DB02141,A1991
DB02142,A1713
DB02142,A1715
DB02143,A1713
DB02143,A1715
DB02143,A1991
DB02144,A1713
DB02144,A1715
DB02145,A1713
DB02145,A1715
DB02147,A1713
DB02147,A1715
DB02148,A1713
DB02148,A1715
DB02148,A1991
DB02151,A1713
DB02151,A1715
DB02152,A1991
DB02152,A1713
DB02152,A1715
DB02153,A1713
DB02153,A1715
DB02153,A1991
DB02154,A1991
DB02154,A1713
DB02154,A1715
DB02155,A1713
DB02155,A1715
DB02155,A1991
DB02158,A1713
DB02158,A1715
DB02159,A1713
DB02159,A1715
DB02159,A1991
DB02160,A1713
DB02160,A1715
DB02161,A1991
DB02162,A1713
DB02162,A1715
DB02162,A1991
DB02163,A1713
DB02163,A1715
DB02164,A1713
DB02164,A1715
DB02164,A1991
DB02165,A1713
DB02165,A1715
DB02166,A1713
DB02166,A1715
DB02166,A1991
DB02169,A1713
DB02169,A1715
DB02169,A1991
DB02170,A1991
DB02172,A1713
DB02172,A1715
DB02174,A1713
DB02174,A1715
DB02175,A1713
DB02175,A1715
DB02175,A1991
DB02177,A1713
DB02177,A1715
DB02178,A1713
DB02178,A1715
DB02180,A1713
DB02180,A1715
DB02180,A1991
DB02181,A1713
DB02181,A1715
DB02181,A1991
DB02182,A1713
DB02182,A1715
DB02183,A1713
DB02183,A1715
DB02184,A1713
DB02184,A1715
DB02185,A1991
DB02186,A1713
DB02186,A1715
DB02187,A20156
DB02187,A1713
DB02187,A1715
DB02187,A1991
DB02188,A1713
DB02188,A1715
DB02189,A1713
DB02189,A1715
DB02189,A1991
DB02190,A1713
DB02190,A1715
DB02191,A1991
DB02191,A1713
DB02191,A1715
DB02192,A1713
DB02192,A1715
DB02195,A1713
DB02195,A1715
DB02195,A1991
DB02196,A1713
DB02196,A1715
DB02196,A1991
DB02197,A1713
DB02197,A1715
DB02197,A1991
DB02198,A1713
DB02198,A1715
DB02198,A1991
DB02200,A1713
DB02200,A1715
DB02201,A1991
DB02205,A1991
DB02205,A1713
DB02205,A1715
DB02207,A1713
DB02207,A1715
DB02207,A1991
DB02207,A249625
DB02209,A1713
DB02209,A1715
DB02209,A1991
DB02210,A1713
DB02210,A1715
DB02210,A1991
DB02211,A1991
DB02213,A1713
DB02213,A1715
DB02214,A1713
DB02214,A1715
DB02215,A1991
DB02216,A1713
DB02216,A1715
DB02216,A1991
DB02217,A1713
DB02217,A1715
DB02217,A1991
DB02218,A1713
DB02218,A1715
DB02218,A1991
DB02220,A1713
DB02220,A1715
DB02220,A1991
DB02221,A1713
DB02221,A1715
DB02221,A1991
DB02222,A1713
DB02222,A1715
DB02222,A1991
DB02223,A1713
DB02223,A1715
DB02225,A1713
DB02225,A1715
DB02226,A1713
DB02226,A1715
DB02226,A1991
DB02229,A1713
DB02229,A1715
DB02230,A9
DB02230,A1991
DB02232,A1713
DB02232,A1715
DB02233,A1713
DB02233,A1715
DB02234,A1713
DB02234,A1715
DB02234,A1991
DB02235,A1713
